Station: Magadino-Cadenazzo
Rural, < 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
10.04.2021 09:00;12.2;35.7;3.6;;20.2;1.3;50.3;8.5;0.0;60.8
10.04.2021 10:00;21.9;33.2;3.3;;20.1;1.1;45.7;9.4;0.0;87.8
10.04.2021 11:00;36.4;25.4;2.9;;18.4;0.8;28.8;9.8;0.0;65.5
10.04.2021 12:00;47.0;20.5;2.5;;19.2;0.7;23.2;10.1;0.0;104.7
10.04.2021 13:00;62.2;12.3;2.7;;18.2;0.6;13.9;10.6;0.0;146.3
10.04.2021 14:00;63.6;14.2;2.0;;19.4;0.6;16.2;11.1;0.0;173.3
10.04.2021 15:00;71.2;9.3;1.2;;19.2;0.5;10.3;11.4;0.0;151.0
10.04.2021 16:00;72.0;9.8;1.2;;17.1;0.5;10.6;11.4;0.0;71.5
10.04.2021 17:00;68.1;10.7;1.4;;19.0;0.5;11.3;11.2;0.0;37.3
10.04.2021 18:00;64.1;11.0;1.1;;18.3;0.5;11.7;10.5;0.0;24.7
10.04.2021 19:00;64.6;13.4;2.0;;18.3;0.6;14.0;10.3;0.0;6.2
10.04.2021 20:00;53.5;14.7;1.5;;19.3;0.6;15.2;9.2;0.0;0.0
10.04.2021 21:00;54.8;12.5;1.1;;18.0;0.6;12.9;8.8;0.0;0.0
10.04.2021 22:00;56.6;11.3;1.3;;20.4;0.8;11.8;8.5;0.0;0.0
10.04.2021 23:00;73.2;4.3;0.5;;10.8;0.3;4.5;8.6;0.5;0.0
11.04.2021 00:00;79.2;2.9;0.4;;6.9;0.2;3.3;8.0;1.3;0.0
11.04.2021 01:00;65.9;3.6;0.3;;6.8;0.2;4.0;7.4;1.5;0.0
11.04.2021 02:00;63.4;5.2;0.6;;7.3;0.2;5.6;7.4;1.1;0.0
11.04.2021 03:00;59.2;7.8;0.8;;7.6;0.2;8.2;7.3;1.2;0.0
11.04.2021 04:00;53.6;8.5;1.1;;6.2;0.2;8.9;7.1;0.9;0.0
11.04.2021 05:00;44.5;7.7;0.8;;5.4;0.2;8.2;6.8;0.9;0.0
11.04.2021 06:00;48.0;5.6;0.5;;6.0;0.2;5.7;6.7;1.5;0.0
11.04.2021 07:00;51.9;4.5;0.4;;5.3;0.2;4.7;6.7;0.5;15.5
11.04.2021 08:00;58.0;5.2;0.5;;4.7;0.2;5.6;7.2;0.4;74.0
11.04.2021 09:00;71.1;3.1;0.5;;2.9;0.2;3.7;7.5;0.3;108.0
11.04.2021 10:00;71.1;2.6;0.4;;2.4;0.1;3.0;7.7;0.5;155.2
11.04.2021 11:00;72.4;4.0;0.5;;2.6;0.1;4.8;8.2;0.6;246.2
11.04.2021 12:00;73.6;3.5;0.4;;2.0;0.1;4.2;8.7;0.3;252.2
11.04.2021 13:00;74.7;2.8;0.3;;2.1;0.1;3.2;9.0;0.2;196.2
11.04.2021 14:00;81.8;2.1;0.4;;1.5;0.1;2.5;9.7;0.0;290.8
11.04.2021 15:00;86.5;2.2;0.3;;1.2;0.1;2.7;10.0;0.0;199.5
11.04.2021 16:00;83.7;2.4;0.2;;1.5;0.1;2.8;10.3;0.0;121.7
11.04.2021 17:00;77.9;2.8;0.2;;2.1;0.1;3.2;10.2;0.0;58.2
11.04.2021 18:00;72.2;3.5;0.2;;1.8;0.1;3.8;10.2;0.0;46.0
11.04.2021 19:00;61.2;3.8;0.2;;2.1;0.1;4.1;9.4;0.0;9.7
11.04.2021 20:00;65.5;4.3;0.2;;2.5;0.1;4.6;8.8;0.0;0.0
11.04.2021 21:00;58.1;5.5;0.4;;2.6;0.1;5.8;8.5;0.1;0.0
11.04.2021 22:00;51.0;5.0;0.3;;2.5;0.1;5.3;8.1;1.1;0.0
11.04.2021 23:00;55.0;4.3;0.4;;3.8;0.2;4.9;7.9;0.9;0.0
12.04.2021 00:00;56.9;5.5;0.7;;4.3;0.2;6.0;7.9;0.5;0.0
12.04.2021 01:00;44.8;7.4;0.7;;5.4;0.2;7.8;8.1;0.6;0.0
12.04.2021 02:00;41.4;6.0;0.5;;7.5;0.3;6.3;8.1;1.2;0.0
12.04.2021 03:00;38.7;8.1;0.5;;9.1;0.3;8.4;8.2;0.4;0.0
12.04.2021 04:00;40.8;14.2;0.9;;11.9;0.3;14.1;8.3;0.3;0.0
12.04.2021 05:00;36.8;14.0;0.8;;10.3;0.3;14.5;8.3;0.3;0.0
12.04.2021 06:00;35.1;10.1;0.4;;8.9;0.2;10.3;8.1;0.9;0.0
12.04.2021 07:00;39.3;10.0;0.5;;7.9;0.2;10.4;8.1;1.9;8.7
12.04.2021 08:00;41.1;14.6;0.8;;4.3;0.2;15.6;8.1;2.8;21.5
12.04.2021 09:00;37.0;21.9;1.1;;3.4;0.3;24.5;8.3;3.1;46.3
12.04.2021 10:00;50.1;12.3;1.2;;1.6;0.2;14.2;8.3;2.2;82.0
12.04.2021 11:00;51.4;9.0;1.8;;0.8;0.1;11.0;7.9;2.9;44.2
12.04.2021 12:00;56.8;6.0;1.3;;0.6;0.1;7.2;7.6;2.6;90.7
12.04.2021 13:00;62.8;4.2;0.7;;0.5;0.0;5.1;8.3;0.0;191.5
12.04.2021 14:00;67.2;3.9;0.5;;0.5;0.0;4.8;10.1;0.0;337.8
12.04.2021 15:00;70.0;4.4;0.5;;0.6;0.0;5.3;11.4;0.0;285.3
12.04.2021 16:00;75.0;3.8;0.5;;0.8;0.0;5.0;12.4;0.0;465.0
12.04.2021 17:00;81.8;3.6;0.2;;0.7;0.0;4.4;12.9;0.0;374.3
12.04.2021 18:00;86.6;3.5;0.2;;0.7;0.0;4.0;12.6;0.0;209.8
12.04.2021 19:00;88.5;3.6;0.1;;0.9;0.0;4.2;11.9;0.0;85.7
12.04.2021 20:00;88.1;5.0;0.7;;1.0;0.1;5.5;11.1;0.0;1.5
12.04.2021 21:00;87.7;4.8;0.8;;0.9;0.0;5.6;10.3;0.0;0.0
12.04.2021 22:00;88.0;5.0;1.0;;0.9;0.0;5.7;10.1;0.0;0.0
12.04.2021 23:00;88.5;4.8;1.1;;0.9;0.1;5.7;9.6;0.0;0.0
13.04.2021 00:00;91.0;4.7;1.3;;1.4;0.1;5.4;9.4;0.0;0.0
13.04.2021 01:00;91.9;4.5;1.3;;2.4;0.1;5.3;8.5;0.0;0.0
13.04.2021 02:00;92.4;4.3;1.3;;3.0;0.1;5.1;8.3;0.0;0.0
13.04.2021 03:00;93.4;4.2;1.4;;3.3;0.1;5.1;8.0;0.0;0.0
13.04.2021 04:00;94.5;4.0;1.3;;3.3;0.2;4.9;8.2;0.0;0.0
13.04.2021 05:00;93.9;4.8;1.7;;3.1;0.2;5.7;8.1;0.0;0.0
13.04.2021 06:00;91.7;6.2;1.9;;2.8;0.2;7.1;7.3;0.0;1.3
13.04.2021 07:00;88.6;7.9;2.5;;2.7;0.1;9.3;7.7;0.0;78.7
13.04.2021 08:00;90.7;4.4;0.4;;2.6;0.1;5.3;9.0;0.0;274.5
13.04.2021 09:00;92.2;3.6;0.3;;2.3;0.1;4.1;10.5;0.0;473.2
13.04.2021 10:00;95.7;2.6;0.2;;2.3;0.1;3.1;11.7;0.0;644.0
13.04.2021 11:00;97.6;2.0;0.2;;2.3;0.1;2.7;12.2;0.0;770.5
13.04.2021 12:00;99.3;2.1;0.2;;2.4;0.0;2.7;12.6;0.0;844.8
13.04.2021 13:00;101.3;2.2;0.2;;2.5;0.0;2.6;13.1;0.0;862.7
13.04.2021 14:00;103.4;3.0;0.2;;2.5;0.1;4.2;13.4;0.0;833.2
13.04.2021 15:00;105.3;2.7;0.2;;2.5;0.1;4.2;13.5;0.0;752.7
13.04.2021 16:00;107.3;2.0;0.1;;2.3;0.0;2.4;13.4;0.0;620.5
13.04.2021 17:00;108.9;2.1;0.1;;2.3;0.0;2.5;12.9;0.0;446.3
13.04.2021 18:00;108.8;2.1;0.1;;2.4;0.0;2.6;11.8;0.0;254.7
13.04.2021 19:00;104.8;3.1;0.2;;2.3;0.1;3.4;10.5;0.0;70.5
13.04.2021 20:00;101.0;4.2;0.7;;2.5;0.1;4.5;9.9;0.0;0.5
13.04.2021 21:00;99.3;4.1;0.7;;2.7;0.1;4.5;9.4;0.0;0.0
13.04.2021 22:00;95.7;5.0;1.2;;2.8;0.1;5.7;9.0;0.0;0.0
13.04.2021 23:00;93.2;5.1;1.4;;2.8;0.1;5.8;8.6;0.0;0.0
14.04.2021 00:00;88.6;6.6;2.3;;2.7;0.2;7.4;7.5;0.0;0.0
14.04.2021 01:00;87.3;6.3;2.2;;2.8;0.1;6.9;7.3;0.0;0.0
14.04.2021 02:00;86.3;5.6;1.6;;2.7;0.1;6.3;6.9;0.0;0.0
14.04.2021 03:00;84.3;7.0;2.1;;2.9;0.1;7.8;6.3;0.0;0.0
14.04.2021 04:00;82.0;6.8;2.4;;3.0;0.1;7.4;5.6;0.0;0.0
14.04.2021 05:00;79.1;9.2;3.5;;3.5;0.2;10.2;5.2;0.0;0.0
14.04.2021 06:00;72.3;12.6;4.0;;3.6;0.2;13.2;4.4;0.0;2.8
14.04.2021 07:00;70.2;15.1;3.9;;3.9;0.2;16.6;4.7;0.0;83.3
14.04.2021 08:00;75.0;12.9;1.4;;4.4;0.2;14.9;6.2;0.0;270.8
14.04.2021 09:00;82.7;8.5;0.8;;4.1;0.1;10.6;7.8;0.0;466.8
14.04.2021 10:00;91.6;6.3;0.5;;5.1;0.1;7.6;9.1;0.0;636.8
14.04.2021 11:00;96.3;4.2;0.4;;4.4;0.1;5.2;10.8;0.0;762.7
14.04.2021 12:00;98.4;3.5;0.3;;3.8;0.1;4.0;12.0;0.0;839.7
14.04.2021 13:00;101.3;3.5;0.3;;3.7;0.1;4.3;12.7;0.0;857.5
14.04.2021 14:00;104.2;4.1;0.3;;3.9;0.1;4.9;13.4;0.0;827.5
14.04.2021 15:00;106.3;3.8;0.3;;4.2;0.1;4.3;13.5;0.0;717.5
14.04.2021 16:00;108.9;3.7;0.3;;4.6;0.1;4.3;13.8;0.0;620.7
14.04.2021 17:00;109.4;4.6;0.3;;4.9;0.1;5.1;13.7;0.0;436.2
14.04.2021 18:00;100.7;9.3;0.3;;7.7;0.2;10.1;12.6;0.0;159.3
14.04.2021 19:00;95.6;13.5;0.3;;9.7;0.3;13.7;12.1;0.0;25.7
14.04.2021 20:00;94.7;12.6;0.3;;10.4;0.3;12.9;11.2;0.0;0.3
14.04.2021 21:00;100.1;6.8;1.1;;6.4;0.2;7.3;8.1;0.1;0.0
14.04.2021 22:00;98.1;6.3;1.3;;5.7;0.2;6.4;6.3;0.3;0.0
14.04.2021 23:00;97.1;5.7;1.3;;4.6;0.1;6.0;5.6;0.1;0.0
15.04.2021 00:00;94.0;5.6;1.4;;4.4;0.1;5.9;5.6;0.0;0.0
15.04.2021 01:00;88.9;4.4;0.7;;4.9;0.2;4.7;5.3;0.2;0.0
15.04.2021 02:00;79.9;3.9;0.3;;5.0;0.1;4.1;5.0;0.1;0.0
15.04.2021 03:00;86.5;3.5;0.2;;4.7;0.1;4.0;4.5;0.8;0.0
15.04.2021 04:00;87.0;4.0;0.3;;5.1;0.1;4.3;4.2;2.3;0.0
15.04.2021 05:00;90.6;7.3;0.7;;5.0;0.1;7.4;3.5;2.2;0.0
15.04.2021 06:00;86.4;4.3;0.4;;5.0;0.1;4.5;3.3;0.5;0.3
15.04.2021 07:00;77.8;5.2;0.4;;5.8;0.2;6.2;3.4;0.1;45.2
15.04.2021 08:00;78.2;8.2;0.8;;6.2;0.2;9.0;4.0;0.0;122.5
15.04.2021 09:00;79.7;9.7;0.6;;6.9;0.2;11.4;5.4;0.0;391.2
15.04.2021 10:00;82.1;7.8;0.4;;7.4;0.2;9.6;6.2;0.0;405.7
15.04.2021 11:00;84.9;9.1;0.4;;7.4;0.2;13.4;7.1;0.0;461.0
15.04.2021 12:00;95.3;4.9;0.3;;6.3;0.1;6.4;8.9;0.0;772.2
15.04.2021 13:00;100.8;5.8;0.3;;6.4;0.1;7.6;10.5;0.0;828.8
15.04.2021 14:00;106.8;3.5;0.3;;5.0;0.1;4.0;11.3;0.0;841.5
15.04.2021 15:00;106.0;4.2;0.2;;4.0;0.1;4.9;11.7;0.0;768.8
15.04.2021 16:00;105.0;5.2;0.2;;4.5;0.1;6.2;11.7;0.0;645.8
15.04.2021 17:00;100.3;7.2;0.2;;6.3;0.2;8.2;10.7;0.0;474.7
15.04.2021 18:00;102.7;6.2;0.1;;5.0;0.2;6.8;10.1;0.0;259.0
15.04.2021 19:00;98.7;7.1;0.1;;5.1;0.2;7.4;8.9;0.0;53.7
15.04.2021 20:00;85.7;8.1;0.2;;5.4;0.2;8.6;6.8;0.0;1.0
15.04.2021 21:00;73.6;12.1;0.7;;6.5;0.3;12.7;5.5;0.0;0.0
15.04.2021 22:00;58.2;14.1;1.8;;7.0;0.4;14.6;4.1;0.0;0.0
15.04.2021 23:00;48.9;17.3;2.5;;7.6;0.5;18.0;4.2;0.0;0.0
16.04.2021 00:00;30.4;21.3;4.5;;8.1;0.6;22.4;4.5;0.0;0.0
16.04.2021 01:00;31.0;15.4;1.7;;8.5;0.5;15.7;4.4;0.0;0.0
16.04.2021 02:00;33.6;17.0;1.6;;9.1;0.5;17.4;4.8;0.0;0.0
16.04.2021 03:00;34.8;17.8;3.4;;8.1;0.5;18.6;4.1;0.0;0.0
16.04.2021 04:00;41.3;15.3;5.4;;6.3;0.4;16.5;4.1;0.0;0.0
16.04.2021 05:00;49.5;14.2;7.1;;5.3;0.3;15.4;4.5;0.0;0.0
16.04.2021 06:00;41.8;13.7;5.2;;5.1;0.4;14.8;2.3;0.0;3.8
16.04.2021 07:00;29.0;22.7;5.9;;5.2;0.6;29.6;2.5;0.0;88.8
16.04.2021 08:00;55.4;17.0;3.5;;6.0;0.4;21.9;5.9;0.0;241.5
16.04.2021 09:00;68.0;12.0;2.5;;5.7;0.3;15.2;7.3;0.0;331.3
16.04.2021 10:00;79.1;7.9;1.4;;5.3;0.2;9.4;8.2;0.0;318.5
16.04.2021 11:00;85.8;8.4;0.8;;6.3;0.2;9.7;8.8;0.0;276.7
16.04.2021 12:00;92.3;4.6;0.7;;6.0;0.2;5.6;10.3;0.0;444.5
16.04.2021 13:00;98.4;4.4;0.5;;4.4;0.1;5.2;11.4;0.0;431.5
16.04.2021 14:00;101.6;4.2;0.5;;4.2;0.1;4.9;12.4;0.0;648.0
16.04.2021 15:00;103.2;3.4;0.4;;3.6;0.1;3.9;12.5;0.0;504.7
16.04.2021 16:00;104.6;3.5;0.3;;3.4;0.1;4.0;13.1;0.0;559.0
16.04.2021 17:00;105.3;3.6;0.3;;3.4;0.1;4.1;13.3;0.0;504.2
16.04.2021 18:00;107.0;3.5;0.2;;3.4;0.1;3.8;12.4;0.0;261.0
16.04.2021 19:00;106.1;4.0;0.1;;3.3;0.1;4.2;11.1;0.0;74.0
16.04.2021 20:00;89.1;9.4;0.7;;5.6;0.3;9.7;8.3;0.0;1.5
16.04.2021 21:00;61.8;20.7;4.9;;6.4;0.3;21.0;6.7;0.0;0.0
16.04.2021 22:00;52.0;22.6;4.1;;7.3;0.4;24.1;4.8;0.0;0.0
16.04.2021 23:00;28.9;31.0;9.7;;7.5;0.5;36.8;3.3;0.0;0.0
17.04.2021 00:00;49.3;12.7;1.4;;6.5;0.4;13.0;2.8;0.0;0.0
17.04.2021 01:00;32.4;28.4;5.8;;8.3;0.5;33.5;2.2;0.0;0.0
17.04.2021 02:00;15.9;37.6;10.7;;7.8;0.4;42.8;1.7;0.0;0.0
17.04.2021 03:00;23.8;23.4;5.5;;6.2;0.3;26.0;0.8;0.0;0.0
17.04.2021 04:00;28.6;18.1;3.4;;5.6;0.3;20.1;0.2;0.0;0.0
17.04.2021 05:00;33.8;20.1;4.5;;6.2;0.5;21.6;0.0;0.0;0.0
17.04.2021 06:00;43.8;9.9;1.6;;5.7;0.3;10.3;-0.4;0.0;3.2
17.04.2021 07:00;39.2;17.4;4.0;;9.5;1.8;21.8;1.0;0.0;102.0
17.04.2021 08:00;55.4;17.0;4.9;;5.1;0.4;29.3;6.0;0.0;244.3
17.04.2021 09:00;79.5;8.7;3.7;;4.4;0.2;10.6;8.3;0.0;446.0
17.04.2021 10:00;87.2;7.1;2.6;;4.5;0.2;8.6;10.1;0.0;650.2
17.04.2021 11:00;97.5;5.1;1.5;;5.1;0.2;6.0;12.5;0.0;776.3
17.04.2021 12:00;104.4;3.9;1.0;;4.3;0.1;4.4;14.0;0.0;849.5
17.04.2021 13:00;110.0;3.2;0.6;;3.3;0.1;3.6;14.6;0.0;806.7
17.04.2021 14:00;112.6;3.2;0.5;;3.3;0.1;3.6;15.4;0.0;730.7
17.04.2021 15:00;114.4;3.2;0.5;;3.0;0.1;3.6;16.2;0.0;741.0
17.04.2021 16:00;117.4;4.3;0.4;;5.1;0.2;5.0;16.6;0.0;605.3
17.04.2021 17:00;116.4;7.9;0.5;;10.7;0.4;8.7;16.1;0.0;472.7
17.04.2021 18:00;114.8;11.5;0.5;;17.2;0.5;12.3;14.9;0.0;213.2
17.04.2021 19:00;114.4;11.5;0.4;;20.4;0.5;11.9;13.8;0.0;39.8
17.04.2021 20:00;114.6;11.4;0.5;;22.0;0.5;11.7;13.1;0.0;1.3
17.04.2021 21:00;106.5;13.5;1.4;;22.5;0.5;13.9;12.6;0.0;0.0
17.04.2021 22:00;93.4;12.3;1.5;;22.6;0.5;12.6;9.7;0.0;0.0
17.04.2021 23:00;77.8;20.5;4.4;;26.1;0.6;21.2;9.4;0.0;0.0
18.04.2021 00:00;65.0;22.9;5.7;;25.2;0.7;23.2;7.4;0.0;0.0
18.04.2021 01:00;45.0;27.4;7.0;;24.0;1.0;28.3;6.1;0.0;0.0
18.04.2021 02:00;30.5;32.1;7.5;;19.7;0.6;34.0;4.4;0.0;0.0
18.04.2021 03:00;39.4;26.1;5.0;;21.2;0.6;27.7;3.5;0.0;0.0
18.04.2021 04:00;32.0;25.1;5.9;;18.4;0.5;30.6;2.6;0.0;0.0
18.04.2021 05:00;19.4;27.4;7.9;;17.0;0.5;30.5;2.4;0.0;0.0
18.04.2021 06:00;18.2;27.9;7.7;;14.9;0.4;31.9;2.0;0.0;4.2
18.04.2021 07:00;21.9;29.5;10.0;;10.5;0.4;34.9;3.6;0.0;56.2
18.04.2021 08:00;42.1;16.5;5.0;;8.1;0.3;21.1;6.6;0.0;265.7
18.04.2021 09:00;59.1;11.8;3.8;;8.1;0.3;15.1;8.7;0.0;455.2
18.04.2021 10:00;78.9;4.5;2.3;;8.0;0.2;5.7;10.5;0.0;354.5
18.04.2021 11:00;85.1;4.6;1.4;;9.9;0.2;5.1;11.0;0.0;290.7
18.04.2021 12:00;100.4;5.8;1.5;;18.0;0.4;6.4;13.1;0.0;633.2
18.04.2021 13:00;109.5;5.3;1.3;;20.0;0.3;5.8;15.0;0.0;1015.8
18.04.2021 14:00;109.0;4.8;0.9;;14.3;0.2;5.3;15.0;0.0;634.0
18.04.2021 15:00;109.1;4.6;0.7;;11.0;0.2;5.1;14.9;0.0;523.8
18.04.2021 16:00;111.8;4.8;0.7;;9.3;0.2;5.2;15.2;0.0;421.0
18.04.2021 17:00;111.2;5.7;0.5;;11.5;0.3;6.0;14.5;0.0;255.7
18.04.2021 18:00;106.5;7.6;0.4;;14.3;0.4;8.2;13.5;0.0;175.5
18.04.2021 19:00;102.6;8.9;0.4;;16.3;0.4;9.3;12.4;0.0;70.2
18.04.2021 20:00;102.3;8.4;0.4;;17.0;0.4;8.7;11.5;0.0;1.7
18.04.2021 21:00;96.6;9.4;0.5;;17.9;0.4;9.6;10.1;0.0;0.0
18.04.2021 22:00;87.2;9.4;0.5;;18.4;0.4;9.7;8.1;0.0;0.0
18.04.2021 23:00;59.3;21.5;4.8;;18.5;0.5;22.6;6.1;0.0;0.0
19.04.2021 00:00;37.6;29.3;8.2;;18.5;0.6;31.1;5.4;0.0;0.0
19.04.2021 01:00;39.7;26.6;6.2;;17.8;0.6;27.3;5.1;0.0;0.0
19.04.2021 02:00;35.3;21.2;5.9;;16.8;0.5;22.0;4.0;0.0;0.0
19.04.2021 03:00;26.6;26.9;6.9;;16.0;0.7;28.3;3.8;0.0;0.0
19.04.2021 04:00;27.7;23.2;6.3;;14.2;0.5;25.1;3.7;0.0;0.0
19.04.2021 05:00;31.5;16.5;2.6;;13.0;0.4;17.0;2.1;0.0;0.0
19.04.2021 06:00;28.7;20.2;3.4;;11.6;0.4;24.3;2.1;0.0;6.3
19.04.2021 07:00;23.3;23.0;6.6;;10.6;0.4;31.8;2.8;0.0;85.8
19.04.2021 08:00;29.3;30.0;8.3;;10.0;0.5;43.8;6.2;0.0;225.3
19.04.2021 09:00;53.5;16.4;3.6;;9.4;0.5;21.8;8.6;0.0;392.5
19.04.2021 10:00;64.6;10.5;2.7;;8.8;0.3;13.6;10.7;0.0;561.7
19.04.2021 11:00;80.7;6.3;1.5;;8.3;0.2;8.9;12.9;0.0;687.8
19.04.2021 12:00;89.3;5.1;1.0;;7.4;0.2;6.0;15.0;0.0;905.2
19.04.2021 13:00;98.0;4.0;0.6;;5.4;0.2;4.7;15.6;0.0;853.2
19.04.2021 14:00;102.0;4.2;0.8;;4.8;0.2;4.8;16.8;0.0;823.7
19.04.2021 15:00;103.3;4.2;0.6;;3.7;0.1;4.6;17.0;0.0;596.5
19.04.2021 16:00;105.4;4.4;0.6;;3.5;0.2;4.9;17.6;0.0;632.8
19.04.2021 17:00;105.4;3.9;0.3;;3.5;0.2;4.2;16.4;0.0;273.7
19.04.2021 18:00;99.3;6.5;0.3;;4.0;0.2;6.8;15.9;0.0;135.5
19.04.2021 19:00;91.0;8.7;0.4;;4.8;0.2;9.1;15.0;0.0;53.8
19.04.2021 20:00;89.9;10.2;0.9;;7.3;0.3;10.5;13.4;0.0;2.5
19.04.2021 21:00;77.4;12.5;2.1;;5.6;0.3;12.8;10.4;0.0;0.0
19.04.2021 22:00;81.4;10.5;1.6;;7.5;1.7;10.8;11.9;0.0;0.0
19.04.2021 23:00;75.2;10.1;2.2;;4.0;0.2;10.6;9.0;0.0;0.0
20.04.2021 00:00;61.2;9.2;1.3;;4.6;0.3;9.7;6.8;0.0;0.0
20.04.2021 01:00;50.2;21.8;5.9;;5.5;0.3;24.3;6.7;0.0;0.0
20.04.2021 02:00;43.3;20.2;4.9;;5.8;0.3;20.9;4.1;0.0;0.0
20.04.2021 03:00;27.5;30.4;8.4;;5.6;0.4;34.0;3.4;0.0;0.0
20.04.2021 04:00;15.1;35.2;10.9;;4.5;0.3;39.1;3.1;0.0;0.0
20.04.2021 05:00;23.2;27.2;10.2;;4.2;0.3;35.7;2.5;0.0;0.0
20.04.2021 06:00;21.1;30.3;8.5;;5.2;0.5;37.6;2.0;0.0;5.5
20.04.2021 07:00;20.7;32.6;12.8;;4.6;0.3;50.2;3.0;0.0;110.3
20.04.2021 08:00;38.5;29.8;7.3;;5.8;0.4;45.4;8.2;0.0;300.2
20.04.2021 09:00;67.5;15.0;4.0;;4.3;0.3;19.4;11.4;0.0;490.8
20.04.2021 10:00;82.9;7.6;2.5;;3.6;0.2;9.5;13.4;0.0;654.0
20.04.2021 11:00;90.7;6.8;1.7;;4.0;0.2;8.3;15.8;0.0;781.0
20.04.2021 12:00;97.2;6.3;1.0;;3.3;0.1;8.3;17.3;0.0;872.7
20.04.2021 13:00;103.2;4.1;0.6;;2.5;0.1;5.1;17.4;0.0;599.0
20.04.2021 14:00;106.5;3.8;0.6;;2.8;0.1;4.3;18.1;0.0;556.8
20.04.2021 15:00;109.8;3.6;0.5;;3.0;0.1;4.2;18.1;0.0;411.0
20.04.2021 16:00;113.3;5.8;0.6;;4.7;0.2;6.3;18.6;0.0;423.3
20.04.2021 17:00;118.6;8.8;0.8;;11.1;0.3;9.4;18.5;0.0;275.0
20.04.2021 18:00;123.3;8.9;1.0;;13.5;0.3;9.5;18.4;0.0;292.3
20.04.2021 19:00;118.1;7.8;0.6;;9.8;0.2;8.4;16.7;0.0;47.2
20.04.2021 20:00;114.6;7.5;0.4;;7.6;0.2;7.9;15.7;0.0;1.5
20.04.2021 21:00;104.9;7.9;0.5;;6.6;0.2;8.1;13.6;0.0;0.0
20.04.2021 22:00;110.5;7.2;0.4;;7.9;0.2;7.6;14.8;0.0;0.0
20.04.2021 23:00;105.8;6.9;0.5;;7.8;0.3;7.2;14.3;0.0;0.0
21.04.2021 00:00;99.3;7.2;0.5;;8.1;0.3;7.4;13.5;0.0;0.0
21.04.2021 01:00;88.9;10.5;1.9;;7.8;0.3;11.0;12.2;0.0;0.0
21.04.2021 02:00;69.9;11.9;1.7;;7.9;0.3;12.3;9.9;0.0;0.0
21.04.2021 03:00;69.1;9.7;1.0;;7.0;0.3;10.2;8.9;0.0;0.0
21.04.2021 04:00;49.2;18.1;4.2;;7.4;0.3;18.9;8.4;0.1;0.0
21.04.2021 05:00;57.3;20.2;2.0;;7.8;0.3;21.3;9.0;1.0;0.0
21.04.2021 06:00;88.6;11.2;1.6;;7.9;0.3;11.5;10.1;0.5;0.5
21.04.2021 07:00;76.2;18.1;1.1;;7.9;0.4;19.2;9.9;0.0;30.5
21.04.2021 08:00;68.6;13.9;1.0;;8.3;0.4;15.1;10.8;0.0;173.2
21.04.2021 09:00;;;;;8.5;0.4;;12.3;0.0;316.3
21.04.2021 10:00;86.7;8.7;1.4;;8.0;0.3;10.4;13.5;0.0;530.5
21.04.2021 11:00;89.1;8.4;1.0;;8.6;0.3;9.5;13.8;0.0;299.8
21.04.2021 12:00;96.9;5.6;0.6;;7.9;0.3;6.2;13.9;0.0;271.8
21.04.2021 13:00;110.2;5.7;0.4;;6.8;0.2;6.5;13.8;0.0;194.3
21.04.2021 14:00;100.3;11.8;0.8;;5.7;0.3;13.1;13.0;0.7;294.3
21.04.2021 15:00;110.0;5.4;0.5;;5.9;0.2;6.0;15.2;0.0;381.5
21.04.2021 16:00;108.0;9.4;0.4;;8.0;0.3;9.9;13.9;0.0;145.8
21.04.2021 17:00;109.7;7.8;0.3;;7.9;0.3;8.4;13.0;0.0;127.3
21.04.2021 18:00;114.2;5.6;0.4;;5.9;0.2;6.1;14.2;0.0;250.8
21.04.2021 19:00;112.1;6.1;0.3;;5.2;0.2;6.6;14.1;0.0;133.8
21.04.2021 20:00;98.1;7.5;0.3;;8.0;0.3;7.8;11.6;0.0;4.3
21.04.2021 21:00;82.3;15.2;0.8;;11.5;0.4;15.7;9.5;0.0;0.0
21.04.2021 22:00;50.1;25.1;2.8;;12.2;0.5;25.8;8.5;0.0;0.0
21.04.2021 23:00;40.0;23.2;4.1;;12.2;0.5;23.9;7.6;0.0;0.0
22.04.2021 00:00;33.0;23.0;5.1;;10.7;0.4;24.1;7.1;0.0;0.0
22.04.2021 01:00;24.1;28.9;5.7;;11.3;0.4;33.3;5.9;0.0;0.0
22.04.2021 02:00;18.2;26.7;4.3;;9.9;0.4;29.8;4.9;0.0;0.0
22.04.2021 03:00;10.9;30.8;6.5;;9.3;0.4;40.7;4.3;0.0;0.0
22.04.2021 04:00;27.4;15.8;2.8;;8.3;0.3;17.4;3.7;0.0;0.0
22.04.2021 05:00;10.2;26.5;5.8;;7.7;0.4;35.6;3.1;0.0;0.0
22.04.2021 06:00;9.8;25.6;4.9;;7.6;0.3;32.6;3.2;0.0;7.0
22.04.2021 07:00;14.8;22.0;3.3;;8.1;0.5;34.6;4.3;0.0;110.2
22.04.2021 08:00;31.0;25.5;5.6;;9.2;0.5;39.0;8.2;0.0;292.0
