Station: Magadino-Cadenazzo
Rural, < 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2021 01:00;2.5;48.6;3.5;55.8;43.3;2.6;73.8;-0.2;0.0;0.0
01.01.2021 02:00;2.0;43.6;2.7;49.2;38.4;2.2;60.7;-0.6;0.0;0.0
01.01.2021 03:00;4.2;41.9;3.1;45.1;35.1;2.0;48.2;-0.2;0.0;0.0
01.01.2021 04:00;2.3;41.4;2.9;46.4;36.3;1.9;48.7;-0.3;0.0;0.0
01.01.2021 05:00;2.4;39.4;3.1;42.9;33.5;1.7;44.1;-0.2;0.0;0.0
01.01.2021 06:00;2.7;36.9;3.1;40.6;31.8;1.6;39.9;-0.2;0.0;0.0
01.01.2021 07:00;2.5;33.8;2.7;41.2;31.3;2.7;36.8;0.1;0.0;0.0
01.01.2021 08:00;1.2;36.2;2.9;40.6;30.9;2.6;47.4;0.1;0.0;0.0
01.01.2021 09:00;5.2;32.9;3.8;33.7;26.1;1.4;40.9;0.1;0.4;4.5
01.01.2021 10:00;11.2;29.0;5.0;28.3;22.0;1.5;42.6;0.2;0.7;25.8
01.01.2021 11:00;12.8;28.0;4.7;27.5;21.8;1.4;46.3;0.2;0.8;45.0
01.01.2021 12:00;18.9;23.9;4.0;26.0;20.2;1.1;37.6;0.3;1.1;59.7
01.01.2021 13:00;21.9;24.6;4.3;26.4;20.9;1.0;36.3;0.3;1.6;57.3
01.01.2021 14:00;26.5;22.9;3.1;23.3;18.5;1.1;33.7;0.3;1.4;67.0
01.01.2021 15:00;22.6;28.4;2.3;27.9;22.2;1.4;41.5;0.3;1.0;53.2
01.01.2021 16:00;25.5;26.9;2.0;27.2;21.5;1.3;33.8;0.5;0.8;38.2
01.01.2021 17:00;20.3;32.8;1.7;24.2;19.0;1.1;35.4;0.6;0.9;3.7
01.01.2021 18:00;15.4;36.6;1.6;26.4;21.0;1.3;37.2;0.3;1.1;0.0
01.01.2021 19:00;11.5;40.0;1.6;36.9;29.2;1.7;40.6;0.3;1.5;0.0
01.01.2021 20:00;11.0;40.7;1.5;37.6;30.0;1.7;41.8;0.5;1.5;0.0
01.01.2021 21:00;15.8;32.3;1.4;32.8;26.2;1.4;32.7;0.4;0.7;0.0
01.01.2021 22:00;16.1;34.2;1.6;37.0;29.5;1.7;35.1;0.7;1.0;0.0
01.01.2021 23:00;18.4;30.5;1.6;35.2;27.8;1.5;31.1;0.6;0.5;0.0
02.01.2021 00:00;21.0;26.7;1.7;32.1;25.5;1.3;27.0;0.8;0.4;0.0
02.01.2021 01:00;19.4;26.8;2.3;30.6;25.9;1.4;27.2;0.7;0.6;0.0
02.01.2021 02:00;14.1;29.4;2.0;31.6;26.7;1.4;30.2;0.7;0.0;0.0
02.01.2021 03:00;15.4;26.7;1.7;29.1;24.4;1.2;27.1;0.8;0.0;0.0
02.01.2021 04:00;15.5;25.4;2.2;26.1;22.0;1.2;26.1;0.8;0.3;0.0
02.01.2021 05:00;14.5;25.4;2.0;26.1;22.1;1.1;25.8;0.9;0.6;0.0
02.01.2021 06:00;12.4;24.1;1.7;26.8;22.6;1.3;24.3;0.7;0.7;0.0
02.01.2021 07:00;7.9;28.0;1.9;27.3;23.0;1.3;28.4;0.8;0.7;0.0
02.01.2021 08:00;6.8;28.2;2.4;24.8;20.9;1.3;29.3;0.9;0.6;0.0
02.01.2021 09:00;7.1;27.0;2.0;25.6;21.5;1.3;31.8;0.9;0.7;3.0
02.01.2021 10:00;11.5;22.8;2.0;23.0;19.2;1.2;32.5;1.3;0.1;27.5
02.01.2021 11:00;13.1;24.5;2.5;21.7;17.6;1.3;42.7;1.4;0.0;56.3
02.01.2021 12:00;13.2;24.5;2.4;18.6;15.2;1.2;41.1;1.7;0.2;52.3
02.01.2021 13:00;14.5;23.3;2.5;20.4;16.5;1.4;47.7;1.8;0.0;95.3
02.01.2021 14:00;17.9;23.3;2.7;24.0;19.3;1.5;48.2;2.0;0.0;134.5
02.01.2021 15:00;13.5;31.5;2.7;29.0;23.2;1.6;61.7;2.3;0.0;83.0
02.01.2021 16:00;8.3;37.9;2.7;28.6;22.1;1.6;69.1;2.4;0.0;35.8
02.01.2021 17:00;5.2;36.5;2.2;23.8;18.9;1.4;52.0;2.3;0.1;7.0
02.01.2021 18:00;1.0;38.7;1.6;24.0;19.4;1.5;53.9;2.0;0.1;0.0
02.01.2021 19:00;1.3;38.0;1.6;29.7;24.1;1.6;57.6;1.6;0.7;0.0
02.01.2021 20:00;0.8;36.0;1.2;27.7;23.2;1.5;54.1;1.6;0.2;0.0
02.01.2021 21:00;1.2;34.6;1.2;30.5;25.6;1.7;61.0;1.5;0.0;0.0
02.01.2021 22:00;1.3;34.6;1.5;35.3;29.1;2.1;68.7;1.3;0.0;0.0
02.01.2021 23:00;2.2;36.2;2.1;35.9;29.6;2.1;62.3;1.6;0.2;0.0
03.01.2021 00:00;3.7;30.5;1.5;25.4;21.1;1.5;37.9;1.7;1.1;0.0
03.01.2021 01:00;2.0;30.8;1.3;24.9;20.6;1.5;38.6;1.7;0.8;0.0
03.01.2021 02:00;1.1;30.9;1.1;25.6;21.5;1.5;39.9;1.5;0.9;0.0
03.01.2021 03:00;1.6;30.7;1.4;23.9;19.9;1.4;34.3;1.9;1.6;0.0
03.01.2021 04:00;0.7;29.3;1.0;20.8;17.5;1.2;33.0;1.5;1.8;0.0
03.01.2021 05:00;0.5;28.3;0.8;18.4;15.6;1.0;32.4;1.5;1.0;0.0
03.01.2021 06:00;0.4;28.3;0.8;17.3;14.7;0.9;32.7;1.5;1.6;0.0
03.01.2021 07:00;0.4;28.0;0.9;16.3;13.8;1.0;34.2;1.6;3.3;0.0
03.01.2021 08:00;0.8;28.4;0.9;15.7;13.2;1.0;36.7;1.5;1.7;0.0
03.01.2021 09:00;3.8;26.4;0.9;13.7;11.5;0.9;32.7;1.3;0.6;5.5
03.01.2021 10:00;13.5;24.0;1.1;12.2;10.0;0.7;33.7;1.5;0.0;51.5
03.01.2021 11:00;23.4;16.9;1.2;12.9;10.4;0.8;27.6;2.2;0.0;102.0
03.01.2021 12:00;38.6;10.2;1.1;7.4;6.0;0.4;13.9;2.6;0.4;108.8
03.01.2021 13:00;41.2;10.8;1.4;8.2;6.5;0.4;16.9;2.8;0.0;227.7
03.01.2021 14:00;41.5;11.5;1.3;8.9;6.9;0.4;16.0;3.0;0.0;135.0
03.01.2021 15:00;43.3;12.9;1.4;10.0;8.1;0.4;18.3;3.4;0.0;197.8
03.01.2021 16:00;38.7;19.2;1.5;14.7;11.8;0.6;24.3;3.0;0.0;82.2
03.01.2021 17:00;32.9;21.9;1.2;13.7;11.1;0.5;23.8;2.7;0.0;17.0
03.01.2021 18:00;23.1;26.4;0.9;20.3;16.2;0.9;27.0;2.3;0.0;0.0
03.01.2021 19:00;10.2;36.3;1.0;23.9;19.2;1.3;39.3;1.9;0.0;0.0
03.01.2021 20:00;3.5;39.1;1.1;26.7;21.4;1.4;44.8;1.6;0.0;0.0
03.01.2021 21:00;2.7;35.7;0.9;25.2;20.4;1.3;38.7;1.3;0.0;0.0
03.01.2021 22:00;2.7;31.5;0.7;25.9;21.0;1.4;34.3;1.3;0.0;0.0
03.01.2021 23:00;2.4;33.3;0.9;32.0;26.3;1.5;37.1;1.1;0.0;0.0
04.01.2021 00:00;2.6;31.3;0.8;31.4;26.0;1.4;33.8;1.2;0.2;0.0
04.01.2021 01:00;1.9;32.5;1.0;29.5;24.0;1.3;35.9;1.5;0.0;0.0
04.01.2021 02:00;1.8;29.0;0.7;29.1;24.0;1.3;30.9;1.3;0.0;0.0
04.01.2021 03:00;0.9;30.2;0.8;27.4;22.5;1.2;37.2;1.1;0.0;0.0
04.01.2021 04:00;1.3;25.7;0.6;25.6;21.0;1.0;29.2;0.9;0.0;0.0
04.01.2021 05:00;2.7;24.4;0.7;23.0;18.6;0.9;26.2;1.4;0.0;0.0
04.01.2021 06:00;1.1;27.0;1.1;18.9;14.7;0.8;39.8;1.1;0.0;0.0
04.01.2021 07:00;1.6;27.2;1.1;17.3;13.0;0.8;31.0;1.1;0.0;0.0
04.01.2021 08:00;2.0;25.9;0.9;12.9;10.3;0.6;29.4;0.8;0.0;0.0
04.01.2021 09:00;5.1;23.6;1.0;10.6;8.0;0.6;31.7;0.2;0.0;12.3
04.01.2021 10:00;15.1;20.0;1.5;9.6;6.3;0.6;30.8;1.5;0.0;67.2
04.01.2021 11:00;16.1;24.2;2.0;10.0;5.9;0.7;48.8;2.0;0.0;151.0
04.01.2021 12:00;20.5;20.4;2.3;11.0;7.0;0.7;39.3;3.0;0.0;168.5
04.01.2021 13:00;27.9;15.9;3.0;9.5;6.0;0.6;31.4;3.8;0.0;276.7
04.01.2021 14:00;27.7;21.7;2.8;10.9;6.8;0.7;40.6;4.1;0.0;208.2
04.01.2021 15:00;21.7;28.0;2.5;11.7;8.0;0.9;47.6;3.8;0.0;92.3
04.01.2021 16:00;15.6;33.2;2.3;14.5;10.1;0.9;53.7;3.4;0.0;58.5
04.01.2021 17:00;7.7;35.5;1.7;14.1;10.1;0.9;47.4;2.8;0.0;7.8
04.01.2021 18:00;2.3;43.1;1.3;17.4;12.7;1.3;53.5;2.5;0.0;0.0
04.01.2021 19:00;1.3;41.8;1.2;18.3;13.1;1.3;52.3;2.1;0.0;0.0
04.01.2021 20:00;1.1;38.8;1.3;20.5;13.9;1.5;67.0;2.0;0.0;0.0
04.01.2021 21:00;1.2;36.1;1.5;23.0;16.2;1.6;66.9;2.0;0.0;0.0
04.01.2021 22:00;1.5;34.6;1.5;20.9;16.3;1.4;47.3;2.2;0.0;0.0
04.01.2021 23:00;1.3;30.3;1.0;18.9;14.4;1.3;39.4;2.0;0.1;0.0
05.01.2021 00:00;19.1;22.7;1.0;17.7;13.7;0.9;29.5;2.4;1.2;0.0
05.01.2021 01:00;45.4;7.9;0.8;3.6;2.7;0.2;8.2;2.3;1.2;0.0
05.01.2021 02:00;40.0;8.7;0.7;4.9;3.8;0.2;8.8;1.7;0.0;0.0
05.01.2021 03:00;36.9;9.5;0.7;4.6;3.3;0.2;9.6;1.4;0.0;0.0
05.01.2021 04:00;32.0;11.0;0.7;5.5;3.8;0.2;11.1;1.1;0.0;0.0
05.01.2021 05:00;25.3;13.1;0.7;5.6;4.2;0.2;13.5;1.2;0.2;0.0
05.01.2021 06:00;20.5;17.5;0.8;8.1;6.1;0.3;17.6;1.4;0.0;0.0
05.01.2021 07:00;15.6;23.9;0.8;10.1;7.5;0.3;23.5;1.4;0.0;0.0
05.01.2021 08:00;13.2;20.2;0.7;11.1;8.2;0.4;20.4;1.0;0.0;0.0
05.01.2021 09:00;9.9;23.8;0.9;12.4;9.1;0.6;30.9;1.1;0.0;7.8
05.01.2021 10:00;12.8;21.2;1.1;13.5;10.0;0.6;37.8;1.5;0.0;45.7
05.01.2021 11:00;10.4;28.8;2.1;17.8;12.2;1.0;76.9;1.7;0.0;132.3
05.01.2021 12:00;12.2;27.3;2.6;21.6;13.7;1.1;72.1;2.4;0.0;170.8
05.01.2021 13:00;19.7;16.6;2.1;15.5;10.6;0.7;33.0;3.0;0.0;182.5
05.01.2021 14:00;19.0;19.0;2.2;17.9;13.2;0.8;37.9;3.4;0.0;161.3
05.01.2021 15:00;16.6;24.5;2.2;17.8;13.3;0.9;47.3;3.3;0.0;122.2
05.01.2021 16:00;13.6;32.4;2.3;21.6;14.1;1.0;57.3;3.3;0.0;80.3
05.01.2021 17:00;9.0;33.5;1.6;18.5;13.4;1.0;47.3;2.2;0.0;12.8
05.01.2021 18:00;1.7;34.0;1.0;18.5;13.2;1.1;45.9;1.0;0.0;0.0
05.01.2021 19:00;0.5;34.7;1.0;16.8;12.2;1.0;48.2;0.7;0.0;0.0
05.01.2021 20:00;0.6;31.4;0.9;19.2;14.1;1.3;52.6;0.7;0.0;0.0
05.01.2021 21:00;1.1;34.5;1.2;22.6;16.8;1.5;58.3;1.4;0.0;0.0
05.01.2021 22:00;1.6;34.3;1.4;31.2;23.3;2.1;62.4;1.5;0.0;0.0
05.01.2021 23:00;1.5;36.3;2.1;27.1;20.1;1.8;62.6;1.6;0.0;0.0
06.01.2021 00:00;2.0;35.2;2.4;26.7;19.6;1.6;52.2;1.7;0.0;0.0
06.01.2021 01:00;4.8;30.7;2.0;23.7;17.0;1.5;37.7;1.9;0.3;0.0
06.01.2021 02:00;11.3;23.8;1.6;21.5;15.2;1.1;24.7;1.5;0.7;0.0
06.01.2021 03:00;13.6;20.1;1.4;17.6;12.7;1.0;20.5;1.6;0.1;0.0
06.01.2021 04:00;33.7;10.4;1.5;10.4;7.2;0.5;10.7;1.5;0.5;0.0
06.01.2021 05:00;35.5;8.3;1.5;8.7;6.1;0.4;8.4;1.1;0.6;0.0
06.01.2021 06:00;38.0;7.7;1.5;7.5;5.3;0.4;7.8;1.2;0.8;0.0
06.01.2021 07:00;39.8;6.9;1.4;7.1;5.0;0.3;7.0;1.1;0.6;0.0
06.01.2021 08:00;36.9;8.8;1.5;7.2;5.1;0.4;9.2;1.0;1.5;0.0
06.01.2021 09:00;38.5;8.2;1.1;6.9;4.7;0.3;8.4;0.6;1.3;5.5
06.01.2021 10:00;36.8;12.9;1.1;7.6;5.1;0.6;15.0;0.9;0.5;60.8
06.01.2021 11:00;47.2;9.4;1.7;5.7;3.5;0.5;12.1;1.7;0.0;142.5
06.01.2021 12:00;53.4;5.7;1.5;5.9;3.9;0.5;7.2;2.2;0.0;134.5
06.01.2021 13:00;52.7;7.7;1.7;7.0;4.9;0.3;9.4;2.6;0.1;130.3
06.01.2021 14:00;51.1;8.0;1.6;7.8;5.3;0.3;9.6;2.9;0.0;106.7
06.01.2021 15:00;52.4;6.6;1.4;6.4;4.4;0.2;7.4;3.0;0.1;86.0
06.01.2021 16:00;51.5;6.7;1.2;5.9;4.1;0.2;7.4;3.0;0.0;45.8
06.01.2021 17:00;46.2;8.1;1.0;7.1;5.2;0.3;8.7;2.6;0.0;12.3
06.01.2021 18:00;38.1;10.7;0.7;8.1;5.7;0.4;10.9;1.5;0.0;0.0
06.01.2021 19:00;31.0;11.6;0.5;9.9;6.9;0.4;11.8;1.2;0.0;0.0
06.01.2021 20:00;18.9;17.0;0.5;15.1;10.8;0.8;17.4;1.1;0.0;0.0
06.01.2021 21:00;11.5;32.8;0.9;25.3;18.7;1.4;34.4;1.1;0.0;0.0
06.01.2021 22:00;14.5;29.2;1.3;25.8;19.1;1.2;30.5;0.7;0.0;0.0
06.01.2021 23:00;13.8;24.7;0.9;23.8;17.4;1.1;25.9;0.4;0.0;0.0
07.01.2021 00:00;17.8;18.8;0.8;20.7;15.0;0.8;19.6;-0.8;0.0;0.0
07.01.2021 01:00;14.1;19.9;0.7;20.4;15.2;0.9;20.6;-1.5;0.0;0.0
07.01.2021 02:00;11.1;19.2;0.5;19.2;14.2;0.8;20.0;-2.1;0.0;0.0
07.01.2021 03:00;8.4;21.7;0.6;18.6;13.9;0.7;24.2;-2.6;0.0;0.0
07.01.2021 04:00;6.8;22.5;0.5;18.1;13.3;0.7;24.4;-3.4;0.0;0.0
07.01.2021 05:00;3.0;28.6;0.7;16.8;12.4;0.7;35.4;-3.5;0.0;0.0
07.01.2021 06:00;3.9;25.3;0.7;15.7;11.5;0.7;28.9;-4.4;0.0;0.0
07.01.2021 07:00;4.2;25.4;0.7;14.1;10.3;0.6;29.8;-4.2;0.0;0.0
07.01.2021 08:00;2.8;26.4;1.0;14.7;10.5;0.7;37.0;-4.2;0.0;0.0
07.01.2021 09:00;4.2;27.2;1.4;15.7;11.1;0.9;76.7;-4.6;0.0;11.5
07.01.2021 10:00;9.7;25.5;1.4;13.5;9.7;0.8;58.7;-4.3;0.0;34.0
07.01.2021 11:00;8.3;49.8;2.7;20.2;13.2;2.0;195.0;-2.8;0.0;246.0
07.01.2021 12:00;12.6;51.0;3.5;19.5;12.3;1.8;166.4;-0.7;0.0;343.3
07.01.2021 13:00;23.3;35.9;2.2;14.7;9.6;1.1;86.7;0.6;0.0;368.5
07.01.2021 14:00;27.6;33.1;1.8;13.4;8.4;0.8;66.2;1.5;0.0;344.7
07.01.2021 15:00;24.0;44.2;1.8;16.5;7.6;0.9;86.4;1.7;0.0;269.0
07.01.2021 16:00;12.6;62.9;1.8;29.8;17.8;2.8;126.0;0.4;0.0;51.2
07.01.2021 17:00;5.1;58.7;2.0;17.0;9.1;1.3;123.4;-0.7;0.0;14.8
07.01.2021 18:00;1.1;56.7;1.7;22.0;12.4;1.6;128.1;-1.6;0.0;0.0
07.01.2021 19:00;1.3;52.1;1.5;25.1;16.2;1.9;120.1;-1.3;0.0;0.0
07.01.2021 20:00;1.7;50.4;1.7;24.6;16.9;1.7;90.8;-0.7;0.0;0.0
07.01.2021 21:00;2.0;51.9;1.9;29.0;20.1;2.0;121.9;-1.5;0.0;0.0
07.01.2021 22:00;1.6;44.6;1.3;27.5;19.0;1.7;71.5;-2.6;0.0;0.0
07.01.2021 23:00;2.2;43.2;1.3;26.5;19.3;1.6;61.4;-3.2;0.0;0.0
08.01.2021 00:00;2.4;38.3;0.9;26.7;19.1;1.4;47.1;-3.5;0.0;0.0
08.01.2021 01:00;2.7;33.5;0.7;24.9;17.9;1.3;37.2;-4.2;0.0;0.0
08.01.2021 02:00;5.4;28.4;0.9;24.2;17.6;1.1;30.1;-4.5;0.0;0.0
08.01.2021 03:00;6.4;23.2;0.8;20.0;14.6;0.9;24.7;-4.8;0.0;0.0
08.01.2021 04:00;6.0;22.3;0.7;18.3;13.2;0.8;24.0;-4.9;0.0;0.0
08.01.2021 05:00;6.0;23.3;0.7;16.3;11.7;0.7;25.5;-5.5;0.0;0.0
08.01.2021 06:00;5.0;28.3;1.1;13.6;10.0;0.6;36.4;-5.3;0.0;0.0
08.01.2021 07:00;6.4;27.9;1.0;11.6;8.5;0.6;35.3;-5.9;0.0;0.0
08.01.2021 08:00;7.7;31.2;1.0;10.0;6.9;0.5;46.0;-5.6;0.0;0.0
08.01.2021 09:00;10.3;31.2;1.0;14.9;9.3;0.7;43.0;-5.5;0.0;12.2
08.01.2021 10:00;13.5;29.8;1.1;13.2;7.6;1.0;64.1;-5.3;0.0;32.8
08.01.2021 11:00;20.4;34.3;2.0;14.6;9.6;1.5;78.7;-3.1;0.0;257.2
08.01.2021 12:00;24.1;39.5;2.5;15.4;9.2;1.1;94.5;-0.7;0.0;353.5
08.01.2021 13:00;46.4;15.8;1.5;9.7;5.3;0.4;26.3;1.1;0.0;376.2
08.01.2021 14:00;47.9;21.1;1.4;11.8;5.5;0.5;33.2;1.8;0.0;351.8
08.01.2021 15:00;46.1;25.0;1.3;11.7;4.8;0.5;37.3;2.2;0.0;277.7
08.01.2021 16:00;17.4;68.0;1.8;26.7;12.4;1.7;129.5;0.9;0.0;71.0
08.01.2021 17:00;3.5;80.1;2.3;38.7;16.8;2.4;183.0;-0.8;0.0;13.3
08.01.2021 18:00;1.2;70.6;2.0;33.3;15.9;1.9;172.3;-2.2;0.0;0.0
08.01.2021 19:00;1.3;61.5;2.0;37.5;19.8;2.1;172.0;-2.8;0.0;0.0
08.01.2021 20:00;1.3;55.0;1.8;34.9;20.7;2.3;154.5;-4.4;0.0;0.0
08.01.2021 21:00;1.3;51.5;1.4;32.0;19.5;2.2;120.3;-4.0;0.0;0.0
08.01.2021 22:00;1.6;48.1;1.4;35.3;23.9;2.4;117.1;-4.9;0.0;0.0
08.01.2021 23:00;1.3;44.5;1.3;33.3;22.7;2.2;110.6;-4.9;0.0;0.0
09.01.2021 00:00;1.2;42.2;1.4;30.9;22.1;1.9;89.4;-5.3;0.0;0.0
09.01.2021 01:00;1.2;38.6;1.3;32.0;24.2;1.7;76.2;-5.3;0.0;0.0
09.01.2021 02:00;0.9;36.3;1.0;27.4;20.6;1.5;64.6;-5.5;0.0;0.0
09.01.2021 03:00;1.7;33.5;0.9;22.5;17.0;1.2;48.0;-5.3;0.0;0.0
09.01.2021 04:00;1.1;33.4;1.0;18.7;13.9;1.0;42.2;-5.3;0.0;0.0
09.01.2021 05:00;2.0;35.7;1.2;17.2;12.3;0.9;45.4;-5.2;0.0;0.0
09.01.2021 06:00;3.6;31.7;1.0;15.5;10.8;0.7;38.6;-5.6;0.0;0.0
09.01.2021 07:00;4.7;33.3;1.0;12.2;8.7;0.6;38.6;-5.3;0.0;0.0
09.01.2021 08:00;3.3;35.2;1.2;10.1;7.5;0.6;46.4;-5.4;0.0;0.0
09.01.2021 09:00;7.4;30.5;1.3;10.2;6.9;0.6;46.1;-5.4;0.0;21.2
09.01.2021 10:00;11.0;29.0;1.5;14.3;9.3;1.5;53.4;-4.3;0.0;89.7
09.01.2021 11:00;23.8;31.4;2.0;14.3;8.4;1.0;55.8;-2.0;0.0;208.7
09.01.2021 12:00;38.6;23.6;1.9;12.5;6.6;0.7;35.7;-0.3;0.0;206.7
09.01.2021 13:00;42.7;19.7;1.7;12.7;6.5;0.6;28.8;0.3;0.0;208.8
09.01.2021 14:00;50.1;15.8;1.7;19.6;7.0;0.6;21.6;0.9;0.0;236.3
09.01.2021 15:00;51.5;18.8;1.4;16.9;6.9;0.5;23.8;1.2;0.0;180.2
09.01.2021 16:00;42.4;27.6;1.5;28.1;9.5;0.6;33.1;0.9;0.0;69.8
09.01.2021 17:00;18.4;44.4;1.5;45.1;16.2;1.2;53.8;-0.6;0.0;20.7
09.01.2021 18:00;8.4;52.2;1.4;46.4;19.4;1.5;61.2;-1.8;0.0;0.0
09.01.2021 19:00;7.3;47.1;1.1;39.5;16.6;1.5;56.6;-2.2;0.0;0.0
09.01.2021 20:00;1.6;47.2;1.0;38.0;21.7;1.9;59.1;-3.0;0.0;0.0
09.01.2021 21:00;1.3;46.8;1.2;35.7;22.7;2.1;65.6;-2.8;0.0;0.0
09.01.2021 22:00;1.5;45.6;1.6;38.6;27.3;2.6;76.2;-2.8;0.0;0.0
09.01.2021 23:00;1.8;45.0;1.6;43.8;31.8;2.5;65.1;-2.2;0.0;0.0
10.01.2021 00:00;5.0;39.4;1.5;41.0;30.0;2.0;48.8;-2.3;0.0;0.0
10.01.2021 01:00;16.3;28.7;1.5;30.8;23.2;1.4;30.1;-2.0;0.0;0.0
10.01.2021 02:00;31.5;18.3;1.7;19.7;15.0;0.8;19.8;-1.4;0.0;0.0
10.01.2021 03:00;29.6;15.0;1.2;17.3;13.0;0.8;15.8;-2.7;0.0;0.0
10.01.2021 04:00;28.4;16.0;1.2;17.1;12.9;0.8;16.6;-3.4;0.0;0.0
10.01.2021 05:00;25.5;14.8;1.3;15.1;11.6;0.7;15.4;-4.4;0.0;0.0
10.01.2021 06:00;19.8;17.7;1.4;13.2;10.3;0.6;18.3;-5.0;0.0;0.0
10.01.2021 07:00;19.8;19.2;1.6;11.4;8.7;0.5;20.1;-5.3;0.0;0.0
10.01.2021 08:00;17.8;20.3;1.2;9.9;7.3;0.5;21.3;-6.4;0.0;0.0
10.01.2021 09:00;21.2;20.1;1.7;10.5;7.6;0.6;23.5;-5.8;0.0;11.5
10.01.2021 10:00;19.8;20.7;1.8;10.9;7.5;0.7;32.0;-5.7;0.0;32.5
10.01.2021 11:00;25.9;24.2;3.4;14.6;10.5;0.8;46.1;-2.7;0.0;266.5
10.01.2021 12:00;47.2;15.8;2.7;11.6;7.0;0.5;26.2;-0.6;0.0;359.3
10.01.2021 13:00;53.9;13.5;2.0;12.3;7.1;0.5;20.4;0.6;0.0;386.3
10.01.2021 14:00;59.0;9.3;1.5;9.9;5.1;0.3;13.2;1.7;0.0;361.7
10.01.2021 15:00;61.2;9.2;1.2;12.0;4.7;0.2;12.2;2.1;0.0;286.8
10.01.2021 16:00;37.8;35.7;1.5;25.2;10.4;0.7;46.9;0.8;0.0;95.2
10.01.2021 17:00;22.0;43.3;1.5;33.3;16.3;1.1;51.3;-1.1;0.0;13.8
10.01.2021 18:00;4.2;57.2;1.5;40.0;20.3;1.8;65.6;-2.2;0.0;0.2
10.01.2021 19:00;2.8;55.9;1.4;33.6;19.6;1.8;64.1;-3.3;0.0;0.0
10.01.2021 20:00;3.0;52.5;1.4;30.6;19.7;1.7;61.2;-4.2;0.0;0.0
10.01.2021 21:00;3.8;46.9;1.2;29.2;19.1;1.7;53.9;-4.3;0.0;0.0
10.01.2021 22:00;2.3;47.7;1.5;33.8;24.1;1.7;54.7;-5.1;0.0;0.0
10.01.2021 23:00;2.4;42.5;1.4;31.4;23.6;1.7;47.7;-5.4;0.0;0.0
11.01.2021 00:00;1.4;42.3;1.6;33.2;24.8;1.7;50.1;-5.9;0.0;0.0
11.01.2021 01:00;1.1;39.2;1.3;31.0;23.3;1.5;46.7;-6.3;0.0;0.0
11.01.2021 02:00;1.2;36.6;1.2;26.1;19.9;1.3;43.5;-6.6;0.0;0.0
11.01.2021 03:00;1.9;34.5;1.3;24.1;18.5;1.1;39.1;-6.9;0.0;0.0
11.01.2021 04:00;4.5;30.3;1.3;18.5;14.0;0.9;32.1;-6.9;0.0;0.0
11.01.2021 05:00;5.3;29.0;1.5;16.7;12.7;0.7;30.9;-7.1;0.0;0.0
11.01.2021 06:00;9.0;26.5;1.6;15.6;11.8;0.7;28.4;-7.4;0.0;0.0
11.01.2021 07:00;3.4;37.1;2.0;14.1;10.4;0.7;55.1;-7.4;0.0;0.0
11.01.2021 08:00;1.2;42.2;2.2;11.9;8.4;0.7;66.0;-7.8;0.0;0.0
11.01.2021 09:00;6.0;39.8;2.1;14.7;9.2;1.0;79.9;-7.6;0.0;12.2
11.01.2021 10:00;9.2;42.4;2.5;15.0;9.0;1.3;106.6;-7.3;0.0;34.8
11.01.2021 11:00;7.7;72.8;5.2;24.0;12.3;2.1;279.8;-4.6;0.0;274.7
11.01.2021 12:00;18.5;50.7;4.4;18.2;10.5;1.3;133.7;-2.1;0.0;359.7
11.01.2021 13:00;37.7;29.2;2.5;17.0;8.8;0.8;58.8;-0.6;0.0;384.7
11.01.2021 14:00;45.7;26.9;1.9;14.6;6.4;0.5;41.9;0.6;0.0;362.3
11.01.2021 15:00;42.7;35.4;1.6;17.2;6.7;0.5;53.3;1.3;0.0;286.2
11.01.2021 16:00;16.7;65.9;2.1;27.9;11.7;1.2;123.5;-0.2;0.0;106.3
11.01.2021 17:00;4.6;75.8;2.5;29.2;15.2;2.0;144.4;-1.4;0.0;14.0
11.01.2021 18:00;0.9;73.0;2.1;39.1;20.9;2.5;143.2;-2.8;0.0;0.2
11.01.2021 19:00;1.1;78.1;2.7;55.6;28.2;3.5;205.2;-3.7;0.0;0.0
11.01.2021 20:00;1.3;66.1;2.5;42.0;26.7;3.4;166.4;-4.1;0.0;0.0
11.01.2021 21:00;1.5;58.9;2.2;43.3;28.4;3.4;136.5;-4.7;0.0;0.0
11.01.2021 22:00;1.2;51.5;2.0;43.3;30.2;2.8;119.4;-4.9;0.0;0.0
11.01.2021 23:00;0.8;46.0;1.8;38.6;26.8;2.5;108.8;-5.6;0.0;0.0
12.01.2021 00:00;1.1;45.9;2.1;39.4;29.5;2.3;88.0;-5.7;0.0;0.0
12.01.2021 01:00;1.1;46.1;2.2;37.4;27.8;2.0;66.8;-5.3;0.0;0.0
12.01.2021 02:00;1.1;44.5;2.0;35.7;25.7;1.8;53.7;-5.3;0.0;0.0
12.01.2021 03:00;0.9;40.9;1.7;31.1;22.6;1.7;51.0;-6.1;0.0;0.0
12.01.2021 04:00;1.2;40.3;1.5;29.5;21.2;1.6;52.4;-5.7;0.0;0.0
