Station: Sion-Aéroport-A9
Rural, motorway
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
10.03.2021 18:00;71.5;22.2;19.3;10.8;26.1;9.9;0.0;97.5
10.03.2021 19:00;56.5;35.4;21.5;11.5;40.7;8.4;0.0;6.2
10.03.2021 20:00;51.9;35.2;20.0;10.7;43.9;7.4;0.0;0.0
10.03.2021 21:00;50.2;31.9;15.5;9.4;37.3;7.3;0.0;0.0
10.03.2021 22:00;31.9;44.4;15.8;9.4;49.7;6.5;0.0;0.0
10.03.2021 23:00;34.2;33.9;18.7;12.4;36.8;6.1;0.0;0.0
11.03.2021 00:00;49.6;18.6;14.2;9.6;19.3;6.4;0.0;0.0
11.03.2021 01:00;47.7;17.0;13.9;9.9;17.9;6.2;0.0;0.0
11.03.2021 02:00;42.3;21.1;14.7;10.6;22.6;6.2;0.0;0.0
11.03.2021 03:00;40.4;21.1;13.9;10.0;22.2;6.2;0.0;0.0
11.03.2021 04:00;41.3;20.7;12.6;9.4;21.9;6.2;0.0;0.0
11.03.2021 05:00;39.1;22.8;12.3;8.8;24.9;6.3;0.0;0.0
11.03.2021 06:00;29.0;33.7;12.7;8.9;39.9;6.3;0.0;0.0
11.03.2021 07:00;19.9;45.9;14.3;9.1;67.4;6.1;0.0;0.0
11.03.2021 08:00;9.4;61.7;25.1;10.6;98.2;6.5;0.0;12.0
11.03.2021 09:00;22.0;48.6;21.5;9.9;68.4;7.4;0.0;97.3
11.03.2021 10:00;30.4;48.5;26.6;10.7;88.1;8.6;0.0;297.0
11.03.2021 11:00;51.3;31.6;30.2;9.8;50.1;10.8;0.0;525.0
11.03.2021 12:00;64.4;24.1;18.6;6.1;34.7;12.0;0.0;405.7
11.03.2021 13:00;70.8;22.2;12.1;4.0;31.1;13.6;0.0;452.8
11.03.2021 14:00;70.3;20.6;11.4;4.3;28.7;14.2;0.0;361.7
11.03.2021 15:00;61.3;20.1;19.3;7.8;25.5;14.6;0.0;252.8
11.03.2021 16:00;47.6;20.8;20.9;5.3;28.8;16.8;0.0;133.3
11.03.2021 17:00;48.0;14.3;22.1;2.9;22.3;16.6;0.0;35.5
11.03.2021 18:00;39.6;26.2;11.6;1.9;43.6;15.9;0.0;14.7
11.03.2021 19:00;37.4;26.4;6.4;1.3;40.5;14.9;0.0;2.2
11.03.2021 20:00;25.9;29.9;6.8;2.1;42.4;13.8;0.0;0.0
11.03.2021 21:00;49.5;5.5;7.0;1.7;8.3;11.5;1.7;0.0
11.03.2021 22:00;44.4;7.1;5.1;2.0;10.1;10.1;3.2;0.0
11.03.2021 23:00;49.7;6.0;2.3;1.0;7.4;9.6;2.9;0.0
12.03.2021 00:00;56.1;4.7;1.5;0.7;5.9;9.4;1.0;0.0
12.03.2021 01:00;53.7;6.0;2.4;0.9;7.0;9.0;0.2;0.0
12.03.2021 02:00;67.4;4.3;1.9;0.7;4.9;8.9;0.0;0.0
12.03.2021 03:00;64.8;5.9;2.6;0.8;7.7;8.2;0.0;0.0
12.03.2021 04:00;74.3;2.9;1.6;0.6;3.8;8.0;0.0;0.0
12.03.2021 05:00;70.3;4.4;2.5;0.8;5.6;7.6;0.0;0.0
12.03.2021 06:00;65.0;6.2;1.8;0.9;6.9;6.4;0.0;0.0
12.03.2021 07:00;50.2;26.7;3.2;1.3;42.0;5.9;0.0;1.0
12.03.2021 08:00;11.0;74.6;10.3;2.8;187.9;5.1;0.0;40.3
12.03.2021 09:00;15.4;62.5;17.3;3.8;160.4;6.6;0.0;236.7
12.03.2021 10:00;48.4;29.0;16.8;3.5;53.0;7.8;0.0;393.0
12.03.2021 11:00;59.4;23.7;15.1;3.0;42.1;9.4;0.0;504.8
12.03.2021 12:00;66.0;19.0;10.4;2.3;33.3;11.7;0.0;663.0
12.03.2021 13:00;74.2;13.7;6.7;1.7;23.3;12.3;0.0;677.5
12.03.2021 14:00;75.1;16.9;6.5;1.5;28.6;12.8;0.0;698.0
12.03.2021 15:00;83.6;6.1;4.6;1.2;9.1;12.7;0.0;711.0
12.03.2021 16:00;80.4;15.8;5.6;1.4;24.6;12.3;0.0;441.7
12.03.2021 17:00;81.4;11.5;5.1;1.4;16.7;11.4;0.0;277.3
12.03.2021 18:00;77.0;13.2;4.9;1.3;16.3;9.9;0.0;59.3
12.03.2021 19:00;55.5;37.2;8.8;2.0;48.3;8.3;0.0;5.3
12.03.2021 20:00;57.3;25.3;6.8;2.1;29.8;7.5;0.0;0.0
12.03.2021 21:00;22.2;60.4;10.6;3.5;76.7;6.6;0.0;0.0
12.03.2021 22:00;29.5;43.3;7.7;3.4;50.7;4.8;0.0;0.0
12.03.2021 23:00;33.6;32.1;7.1;3.5;37.0;3.9;0.0;0.0
13.03.2021 00:00;24.3;33.4;7.7;4.2;37.5;4.0;0.0;0.0
13.03.2021 01:00;35.4;20.1;7.5;3.5;23.4;4.2;0.0;0.0
13.03.2021 02:00;30.6;21.9;6.6;3.3;25.2;4.1;0.0;0.0
13.03.2021 03:00;29.7;17.3;6.7;3.6;18.2;4.2;0.0;0.0
13.03.2021 04:00;23.8;22.5;7.8;4.2;25.5;2.8;0.0;0.0
13.03.2021 05:00;24.0;22.1;5.9;3.2;26.0;1.9;0.0;0.0
13.03.2021 06:00;17.0;25.8;6.7;3.1;31.7;1.0;0.0;0.0
13.03.2021 07:00;6.2;44.2;8.7;3.2;67.2;0.8;0.0;2.0
13.03.2021 08:00;12.8;43.7;12.2;4.4;71.8;1.3;0.0;54.3
13.03.2021 09:00;24.1;37.5;13.0;3.8;75.3;3.5;0.0;271.2
13.03.2021 10:00;43.1;23.6;9.4;2.9;41.9;6.4;0.0;443.2
13.03.2021 11:00;58.7;20.2;8.7;2.7;35.6;9.0;0.0;582.0
13.03.2021 12:00;73.1;11.4;5.1;1.6;18.0;10.8;0.0;659.3
13.03.2021 13:00;78.3;12.5;6.0;1.6;20.5;13.3;0.0;679.5
13.03.2021 14:00;85.7;9.3;19.1;2.4;14.9;14.7;0.0;536.2
13.03.2021 15:00;85.3;8.6;6.7;1.2;13.1;14.9;0.0;489.0
13.03.2021 16:00;83.9;10.7;5.2;1.2;15.9;14.2;0.0;180.5
13.03.2021 17:00;82.1;13.8;9.3;1.6;19.2;12.9;0.0;68.7
13.03.2021 18:00;84.5;8.4;5.6;1.1;12.4;11.4;0.0;25.2
13.03.2021 19:00;80.9;8.9;3.9;1.0;10.9;11.2;0.0;4.2
13.03.2021 20:00;80.9;7.8;2.5;0.7;9.4;11.2;0.0;0.0
13.03.2021 21:00;80.6;5.6;4.6;0.7;7.5;9.9;0.2;0.0
13.03.2021 22:00;71.7;7.0;5.0;1.5;9.2;6.4;3.6;0.0
13.03.2021 23:00;75.7;5.7;2.1;0.7;6.9;5.5;0.6;0.0
14.03.2021 00:00;76.5;5.7;2.1;0.6;6.6;5.5;0.1;0.0
14.03.2021 01:00;79.7;4.0;2.5;0.8;5.1;5.2;0.9;0.0
14.03.2021 02:00;79.2;4.3;1.6;0.7;5.1;4.7;0.6;0.0
14.03.2021 03:00;80.7;4.2;0.8;0.4;4.7;4.4;2.6;0.0
14.03.2021 04:00;83.7;2.1;0.7;0.3;2.8;3.8;2.1;0.0
14.03.2021 05:00;84.0;1.4;0.3;0.1;2.1;3.3;0.4;0.0
14.03.2021 06:00;80.1;2.7;0.6;0.2;3.3;3.0;0.1;0.0
14.03.2021 07:00;73.1;6.4;1.8;0.4;7.9;3.1;0.0;0.5
14.03.2021 08:00;68.5;6.0;1.6;0.6;7.2;3.2;0.0;17.7
14.03.2021 09:00;70.1;6.0;2.1;0.7;7.9;3.8;0.0;119.5
14.03.2021 10:00;74.7;6.1;2.1;0.8;9.4;4.8;0.0;214.0
14.03.2021 11:00;74.9;6.3;1.8;0.7;9.4;4.9;0.0;200.2
14.03.2021 12:00;70.4;13.6;5.1;1.0;20.7;5.0;0.0;171.5
14.03.2021 13:00;72.5;8.8;3.8;1.0;12.9;4.4;0.0;120.2
14.03.2021 14:00;71.0;8.3;1.9;0.9;11.4;3.2;0.1;137.0
14.03.2021 15:00;65.9;13.7;1.8;1.0;21.3;3.5;0.0;136.7
14.03.2021 16:00;68.3;11.2;2.6;1.0;17.3;4.4;0.0;259.5
14.03.2021 17:00;62.8;14.8;1.8;0.7;20.9;4.2;0.0;59.2
14.03.2021 18:00;64.9;11.4;2.4;0.9;15.5;3.9;0.0;22.5
14.03.2021 19:00;60.1;15.4;2.0;1.0;20.0;4.0;0.0;1.3
14.03.2021 20:00;64.8;10.9;2.3;1.2;13.7;4.4;0.0;0.0
14.03.2021 21:00;67.2;13.2;2.2;1.0;17.0;4.0;0.5;0.0
14.03.2021 22:00;65.5;8.3;5.1;1.9;10.3;3.5;0.2;0.0
14.03.2021 23:00;57.7;11.0;4.5;2.1;11.6;3.3;0.0;0.0
15.03.2021 00:00;55.6;10.1;3.9;2.0;11.4;3.6;0.1;0.0
15.03.2021 01:00;64.7;5.1;2.6;1.7;5.8;3.4;0.0;0.0
15.03.2021 02:00;70.0;3.7;1.9;1.5;4.3;3.4;0.0;0.0
15.03.2021 03:00;69.0;3.5;1.9;1.4;4.4;3.4;0.0;0.0
15.03.2021 04:00;62.8;6.2;2.3;1.6;6.7;3.7;0.0;0.0
15.03.2021 05:00;64.7;8.2;2.4;1.3;9.4;4.0;0.0;0.0
15.03.2021 06:00;64.5;13.2;3.3;1.4;16.8;3.8;0.0;0.0
15.03.2021 07:00;54.2;30.8;5.1;1.8;47.1;3.5;0.0;0.0
15.03.2021 08:00;43.1;48.3;13.7;3.9;81.8;2.9;0.5;6.8
15.03.2021 09:00;48.3;39.1;13.1;4.2;60.7;2.8;0.5;18.3
15.03.2021 10:00;47.7;39.1;9.8;3.5;58.3;2.7;1.6;34.7
15.03.2021 11:00;51.8;32.9;6.2;2.5;48.9;2.8;0.2;69.2
15.03.2021 12:00;55.3;25.3;4.0;1.8;35.6;3.3;0.6;104.7
15.03.2021 13:00;54.8;25.5;5.4;2.3;37.6;3.8;0.2;124.2
15.03.2021 14:00;54.3;26.0;4.3;2.0;39.7;4.0;0.2;165.8
15.03.2021 15:00;61.8;13.8;1.8;0.8;20.4;4.8;0.0;333.7
15.03.2021 16:00;56.9;20.6;2.2;0.9;31.9;5.1;0.0;193.3
15.03.2021 17:00;51.4;25.2;3.1;1.3;35.7;4.7;0.6;37.5
15.03.2021 18:00;33.4;52.9;14.1;4.7;89.0;4.5;0.2;18.5
15.03.2021 19:00;57.1;19.1;3.3;1.6;23.5;4.3;0.0;2.0
15.03.2021 20:00;53.8;21.7;3.5;2.2;26.3;4.7;0.0;0.0
15.03.2021 21:00;61.2;15.9;3.7;2.5;18.9;4.7;0.3;0.0
15.03.2021 22:00;67.2;10.6;3.0;2.3;12.4;4.2;0.0;0.0
15.03.2021 23:00;56.2;14.1;3.9;2.6;15.4;4.1;0.0;0.0
16.03.2021 00:00;69.0;8.2;3.0;2.2;9.1;4.1;0.0;0.0
16.03.2021 01:00;72.6;5.7;2.4;1.9;6.5;3.8;0.0;0.0
16.03.2021 02:00;76.9;3.4;1.7;1.4;4.1;2.9;0.0;0.0
16.03.2021 03:00;74.8;4.5;1.7;1.5;5.5;2.6;0.0;0.0
16.03.2021 04:00;66.3;8.0;2.6;2.0;9.3;2.7;0.0;0.0
16.03.2021 05:00;62.6;11.3;3.0;2.2;12.5;2.6;0.0;0.0
16.03.2021 06:00;62.7;15.2;3.5;2.2;18.6;3.1;0.0;0.0
16.03.2021 07:00;68.7;11.8;2.6;1.9;14.7;2.4;0.0;0.7
16.03.2021 08:00;51.5;31.2;3.4;2.2;43.2;2.5;0.0;30.3
16.03.2021 09:00;42.8;45.4;4.4;2.6;81.0;3.2;0.0;139.7
16.03.2021 10:00;52.3;32.7;5.7;3.7;56.4;5.4;0.0;360.3
16.03.2021 11:00;61.2;22.2;14.6;4.5;36.5;5.9;0.0;387.5
16.03.2021 12:00;70.3;12.8;10.8;3.9;20.8;7.3;0.0;709.2
16.03.2021 13:00;78.8;6.3;4.3;1.9;9.2;7.5;0.0;430.8
16.03.2021 14:00;80.6;6.3;3.6;1.5;10.0;8.4;0.0;619.3
16.03.2021 15:00;83.1;6.6;2.5;0.9;10.8;9.0;0.0;591.3
16.03.2021 16:00;79.8;11.1;6.5;1.6;17.3;8.8;0.0;412.0
16.03.2021 17:00;69.8;22.9;6.7;1.9;35.7;7.8;0.0;199.2
16.03.2021 18:00;62.1;33.0;9.7;2.6;51.7;7.0;0.0;109.8
16.03.2021 19:00;65.2;24.5;8.4;2.7;35.7;5.5;0.0;11.2
16.03.2021 20:00;71.5;15.0;5.7;2.3;19.3;4.8;0.0;0.0
16.03.2021 21:00;73.2;8.9;3.5;1.9;9.7;4.7;0.0;0.0
16.03.2021 22:00;73.1;7.0;3.5;2.1;7.6;4.5;0.0;0.0
16.03.2021 23:00;76.4;4.7;3.2;2.0;5.4;4.0;0.0;0.0
17.03.2021 00:00;73.2;4.5;3.1;2.2;5.0;3.0;0.0;0.0
17.03.2021 01:00;70.0;4.3;3.0;2.5;4.7;2.4;0.0;0.0
17.03.2021 02:00;67.3;4.6;3.6;3.0;5.1;2.0;0.1;0.0
17.03.2021 03:00;65.8;4.8;4.2;3.7;5.2;1.8;0.2;0.0
17.03.2021 04:00;61.6;7.2;4.9;4.1;8.2;1.8;0.0;0.0
17.03.2021 05:00;57.9;8.9;6.2;4.6;11.1;2.1;0.0;0.0
17.03.2021 06:00;60.0;6.9;5.1;3.7;7.4;2.2;0.0;0.0
17.03.2021 07:00;43.5;30.7;8.4;3.9;42.7;2.3;0.0;0.7
17.03.2021 08:00;36.8;45.5;9.0;3.6;81.8;2.5;0.0;13.3
17.03.2021 09:00;41.4;36.0;4.8;2.7;54.7;3.0;0.0;55.3
17.03.2021 10:00;46.7;28.6;3.7;2.2;41.1;3.7;0.0;128.3
17.03.2021 11:00;54.7;20.2;5.4;2.1;31.1;4.8;0.0;250.7
17.03.2021 12:00;62.5;10.0;5.3;1.3;15.3;5.8;0.0;390.2
17.03.2021 13:00;64.6;7.9;2.2;0.9;11.4;7.1;0.0;441.7
17.03.2021 14:00;63.6;11.1;4.4;1.0;17.4;7.4;0.0;567.2
17.03.2021 15:00;63.2;14.2;4.0;1.0;22.8;7.7;0.0;439.3
17.03.2021 16:00;63.3;16.1;5.3;1.3;24.7;7.7;0.0;292.8
17.03.2021 17:00;57.9;26.0;9.9;2.1;41.9;6.7;0.0;124.0
17.03.2021 18:00;54.9;26.0;6.8;1.9;39.2;6.2;0.0;70.7
17.03.2021 19:00;64.4;22.1;5.1;1.4;32.7;5.2;0.0;7.7
17.03.2021 20:00;60.5;10.9;3.4;1.5;12.1;4.0;0.0;0.0
17.03.2021 21:00;58.1;14.2;3.6;2.3;16.5;4.2;0.0;0.0
17.03.2021 22:00;57.1;13.1;3.9;2.9;15.9;4.1;0.0;0.0
17.03.2021 23:00;61.9;8.3;4.2;2.9;9.6;3.9;0.0;0.0
18.03.2021 00:00;61.8;7.8;3.6;2.9;8.4;3.5;0.0;0.0
18.03.2021 01:00;54.6;10.1;4.8;3.5;11.2;3.0;0.0;0.0
18.03.2021 02:00;62.2;6.8;3.9;3.1;7.6;3.0;0.0;0.0
18.03.2021 03:00;62.9;5.3;4.1;3.6;6.0;3.0;0.0;0.0
18.03.2021 04:00;56.2;7.9;4.7;4.0;9.4;2.5;0.0;0.0
18.03.2021 05:00;48.5;11.2;4.9;3.7;14.4;1.3;0.0;0.0
18.03.2021 06:00;28.3;31.8;5.4;3.0;40.6;0.6;0.0;0.0
18.03.2021 07:00;9.7;61.5;10.3;3.9;105.5;0.4;0.0;1.7
18.03.2021 08:00;5.9;78.3;23.6;7.4;172.3;1.1;0.0;33.2
18.03.2021 09:00;29.4;51.4;22.1;7.8;105.3;2.8;0.0;306.8
18.03.2021 10:00;52.3;18.1;10.0;5.7;31.1;3.8;0.0;404.5
18.03.2021 11:00;57.9;18.1;12.3;5.9;34.8;6.1;0.0;727.7
18.03.2021 12:00;67.6;11.6;7.6;4.5;19.4;7.5;0.0;807.5
18.03.2021 13:00;73.0;12.2;6.2;3.2;20.5;8.1;0.0;806.0
18.03.2021 14:00;72.2;17.8;9.5;3.2;29.1;7.6;0.0;609.8
18.03.2021 15:00;81.2;7.4;4.3;2.6;10.1;7.3;0.0;455.5
18.03.2021 16:00;79.8;12.0;6.6;3.1;17.9;7.0;0.0;345.0
18.03.2021 17:00;68.9;26.8;10.5;4.1;39.3;6.1;0.0;161.7
18.03.2021 18:00;73.3;18.1;8.7;4.1;23.4;5.5;0.0;111.2
18.03.2021 19:00;67.1;23.4;10.4;5.2;29.9;3.6;0.0;11.0
18.03.2021 20:00;73.4;13.0;7.2;5.3;14.2;3.0;0.0;0.0
18.03.2021 21:00;65.1;21.7;8.2;5.9;25.0;2.5;0.0;0.0
18.03.2021 22:00;62.5;20.8;8.2;6.0;23.3;2.6;0.0;0.0
18.03.2021 23:00;50.4;29.9;8.8;6.7;34.7;2.5;0.0;0.0
19.03.2021 00:00;52.3;21.6;8.5;6.5;24.2;2.4;0.0;0.0
19.03.2021 01:00;65.2;12.5;6.7;5.5;14.1;1.9;0.0;0.0
19.03.2021 02:00;70.1;7.2;5.7;5.1;7.7;1.5;0.0;0.0
19.03.2021 03:00;69.1;6.6;5.8;5.0;7.2;1.4;0.0;0.0
19.03.2021 04:00;70.2;5.7;5.4;4.9;6.1;1.3;0.0;0.0
19.03.2021 05:00;70.7;6.0;5.8;5.2;6.9;1.1;0.0;0.0
19.03.2021 06:00;63.3;11.1;8.2;6.8;12.6;0.2;0.0;0.0
19.03.2021 07:00;51.6;21.4;8.6;7.8;25.8;-0.2;0.0;3.7
19.03.2021 08:00;40.8;29.7;11.3;9.1;38.1;0.0;0.0;78.3
19.03.2021 09:00;52.9;20.0;14.7;10.2;29.8;1.3;0.0;291.3
19.03.2021 10:00;63.6;17.6;19.0;9.1;28.6;2.7;0.0;480.3
19.03.2021 11:00;74.9;12.7;10.5;6.3;20.1;4.2;0.0;636.3
19.03.2021 12:00;83.7;12.4;8.2;4.9;19.2;5.5;0.0;728.0
19.03.2021 13:00;90.0;10.1;5.7;3.7;15.5;7.0;0.0;766.0
19.03.2021 14:00;94.8;6.3;4.6;2.9;9.2;8.1;0.0;799.7
19.03.2021 15:00;97.6;3.7;4.3;3.6;4.7;8.5;0.0;729.3
19.03.2021 16:00;97.7;4.6;4.9;3.9;5.9;8.2;0.0;456.2
19.03.2021 17:00;98.0;4.4;4.4;3.6;5.5;8.6;0.0;334.3
19.03.2021 18:00;101.4;2.9;2.7;2.0;3.3;7.2;0.0;113.2
19.03.2021 19:00;87.1;16.7;5.2;2.9;20.8;6.0;0.0;11.2
19.03.2021 20:00;77.5;24.7;7.9;4.2;30.6;5.1;0.0;0.0
19.03.2021 21:00;70.8;24.6;8.3;4.9;29.8;4.1;0.0;0.0
19.03.2021 22:00;58.3;29.3;8.5;6.0;33.5;2.6;0.0;0.0
19.03.2021 23:00;50.9;36.1;9.6;7.2;43.6;2.1;0.0;0.0
20.03.2021 00:00;47.0;31.9;8.7;6.2;33.9;1.4;0.0;0.0
20.03.2021 01:00;49.3;25.4;7.5;4.9;28.1;0.8;0.0;0.0
20.03.2021 02:00;50.5;21.3;7.0;4.8;23.3;0.1;0.0;0.0
20.03.2021 03:00;46.5;22.6;6.3;4.4;25.0;-0.6;0.0;0.0
20.03.2021 04:00;44.1;23.1;7.0;4.5;25.1;-1.2;0.0;0.0
20.03.2021 05:00;46.5;19.9;6.4;4.1;21.3;-1.2;0.0;0.0
20.03.2021 06:00;38.0;30.2;8.3;4.5;34.2;-1.4;0.0;0.0
20.03.2021 07:00;18.9;53.1;11.3;5.6;69.8;-1.8;0.0;3.8
20.03.2021 08:00;26.3;54.5;12.7;5.9;80.3;-1.3;0.0;91.2
20.03.2021 09:00;53.8;29.0;9.0;4.4;42.5;0.1;0.0;312.5
20.03.2021 10:00;71.5;18.3;8.1;4.2;27.5;1.9;0.0;493.2
20.03.2021 11:00;77.9;20.6;8.9;4.6;33.5;3.3;0.0;635.3
20.03.2021 12:00;85.4;14.6;9.5;5.6;22.8;5.2;0.0;728.8
20.03.2021 13:00;92.0;9.3;7.3;4.9;14.0;6.9;0.0;766.7
20.03.2021 14:00;91.1;8.9;6.6;4.7;13.1;7.8;0.0;751.3
20.03.2021 15:00;87.4;11.5;8.1;5.4;17.3;8.4;0.0;670.5
20.03.2021 16:00;86.8;13.6;9.1;5.6;19.6;8.1;0.0;536.3
20.03.2021 17:00;84.5;14.0;10.8;5.9;19.8;7.5;0.0;364.5
20.03.2021 18:00;80.4;15.9;11.2;6.3;21.3;6.3;0.0;171.0
20.03.2021 19:00;75.6;14.8;10.2;6.6;17.6;4.2;0.0;8.3
20.03.2021 20:00;78.0;11.1;9.4;6.5;12.6;3.4;0.0;0.0
20.03.2021 21:00;79.6;7.9;8.1;6.1;8.7;2.8;0.0;0.0
20.03.2021 22:00;77.4;9.2;8.4;6.1;10.2;2.1;0.0;0.0
20.03.2021 23:00;69.4;12.2;9.1;6.6;13.2;1.4;0.0;0.0
21.03.2021 00:00;59.9;19.2;9.4;7.2;20.0;0.8;0.0;0.0
21.03.2021 01:00;45.1;26.9;11.8;8.2;30.4;-0.1;0.0;0.0
21.03.2021 02:00;46.9;20.8;11.2;7.7;22.8;-0.4;0.0;0.0
21.03.2021 03:00;49.3;14.6;11.2;7.9;16.0;-1.1;0.0;0.0
21.03.2021 04:00;39.1;19.0;12.7;9.1;21.8;-1.0;0.0;0.0
21.03.2021 05:00;38.1;17.3;13.4;9.6;19.0;-1.6;0.0;0.0
21.03.2021 06:00;42.0;20.2;22.1;13.8;21.8;-1.7;0.0;0.0
21.03.2021 07:00;32.5;27.4;26.1;16.0;31.1;-1.7;0.0;4.3
21.03.2021 08:00;35.3;28.8;29.4;17.8;37.5;-1.5;0.0;95.8
21.03.2021 09:00;51.4;19.3;14.4;9.0;28.1;0.2;0.0;312.7
21.03.2021 10:00;64.1;15.0;18.8;11.2;23.1;2.0;0.0;477.7
21.03.2021 11:00;78.2;8.8;14.1;9.1;13.1;3.9;0.0;606.8
21.03.2021 12:00;83.2;9.7;15.4;9.7;14.2;5.4;0.0;705.0
21.03.2021 13:00;84.5;8.2;11.7;7.4;11.9;7.4;0.0;741.3
21.03.2021 14:00;86.8;9.3;9.7;5.3;13.4;9.1;0.0;725.3
21.03.2021 15:00;89.1;7.9;9.6;4.7;10.8;9.9;0.0;640.3
21.03.2021 16:00;85.2;12.2;10.2;4.5;17.3;9.8;0.0;456.3
21.03.2021 17:00;84.3;13.7;8.6;3.9;19.3;9.3;0.0;323.0
21.03.2021 18:00;82.4;14.3;7.6;3.6;18.5;8.2;0.0;113.8
21.03.2021 19:00;75.0;17.9;7.7;3.3;22.1;6.6;0.0;9.3
21.03.2021 20:00;69.6;19.1;6.3;3.1;24.0;5.6;0.0;0.0
21.03.2021 21:00;70.8;11.0;5.3;2.8;12.5;4.8;0.0;0.0
21.03.2021 22:00;65.6;14.4;5.6;3.1;17.6;4.6;0.0;0.0
21.03.2021 23:00;56.2;20.9;7.9;3.6;25.9;4.0;0.0;0.0
22.03.2021 00:00;55.1;15.0;4.5;2.8;17.1;3.4;0.0;0.0
22.03.2021 01:00;57.2;10.4;4.9;3.3;11.3;3.4;0.0;0.0
22.03.2021 02:00;53.9;11.2;3.7;2.4;12.0;1.4;0.0;0.0
22.03.2021 03:00;47.7;14.9;3.8;2.2;16.3;0.5;0.0;0.0
22.03.2021 04:00;46.0;16.7;3.2;2.0;17.8;0.3;0.0;0.0
22.03.2021 05:00;37.7;23.5;4.7;2.1;25.2;-0.3;0.0;0.0
22.03.2021 06:00;19.9;48.0;8.1;2.7;62.1;-0.7;0.0;0.0
22.03.2021 07:00;14.4;61.2;12.1;3.0;105.6;-0.8;0.0;6.2
22.03.2021 08:00;8.0;86.2;46.1;7.6;225.9;0.2;0.0;124.2
22.03.2021 09:00;29.7;48.4;24.9;5.1;88.9;2.5;0.0;255.3
22.03.2021 10:00;51.2;31.2;21.0;5.3;54.3;4.7;0.0;466.2
22.03.2021 11:00;65.4;16.3;14.5;6.0;27.9;6.7;0.0;620.7
22.03.2021 12:00;73.2;13.7;12.6;5.7;22.5;8.9;0.0;704.5
22.03.2021 13:00;78.8;9.4;11.9;5.4;14.5;10.5;0.0;760.7
22.03.2021 14:00;79.7;9.4;16.1;6.9;14.0;11.4;0.0;747.7
22.03.2021 15:00;81.0;10.3;20.5;8.1;15.1;11.8;0.0;671.5
22.03.2021 16:00;83.5;9.3;22.0;8.4;12.6;11.9;0.0;537.5
22.03.2021 17:00;76.9;17.3;28.0;9.7;24.9;11.1;0.0;367.3
22.03.2021 18:00;73.8;19.0;27.6;10.1;26.2;9.7;0.0;178.8
22.03.2021 19:00;74.7;13.0;19.5;9.7;15.2;7.7;0.0;10.8
22.03.2021 20:00;73.1;11.3;16.7;9.9;12.4;6.9;0.0;0.0
22.03.2021 21:00;70.0;10.6;15.9;10.3;11.8;6.1;0.0;0.0
22.03.2021 22:00;68.0;10.1;16.4;10.6;11.0;5.2;0.0;0.0
22.03.2021 23:00;64.3;10.8;16.0;10.9;11.8;4.6;0.0;0.0
23.03.2021 00:00;55.8;14.2;16.3;11.2;15.1;3.6;0.0;0.0
23.03.2021 01:00;44.1;13.6;16.7;12.1;15.2;2.2;0.0;0.0
23.03.2021 02:00;36.2;16.6;14.8;10.9;17.9;0.7;0.0;0.0
23.03.2021 03:00;34.3;15.7;13.5;9.9;17.1;0.2;0.0;0.0
23.03.2021 04:00;32.2;18.4;13.6;9.8;21.3;-0.3;0.0;0.0
23.03.2021 05:00;18.1;29.0;13.4;9.5;36.6;-0.9;0.0;0.0
23.03.2021 06:00;15.6;33.6;15.9;10.2;53.3;-1.4;0.0;0.0
23.03.2021 07:00;3.2;63.8;21.6;11.3;145.4;-1.1;0.0;8.7
23.03.2021 08:00;6.7;64.4;35.2;13.5;184.0;-0.1;0.0;99.8
23.03.2021 09:00;21.0;47.4;36.8;14.2;105.7;2.8;0.0;310.7
23.03.2021 10:00;42.8;30.8;25.9;11.9;55.7;5.1;0.0;479.2
23.03.2021 11:00;61.0;23.5;22.7;10.9;38.3;7.3;0.0;629.7
23.03.2021 12:00;73.0;18.7;19.5;9.6;29.0;9.3;0.0;726.7
23.03.2021 13:00;81.0;14.8;18.6;9.3;22.3;10.8;0.0;761.2
23.03.2021 14:00;87.7;11.1;15.7;8.7;16.0;12.3;0.0;752.8
23.03.2021 15:00;79.5;12.6;22.2;10.4;17.7;12.8;0.0;672.2
23.03.2021 16:00;81.3;11.8;20.4;9.6;16.0;12.8;0.0;536.3
23.03.2021 17:00;81.6;11.9;21.0;9.6;15.2;12.4;0.0;373.0
23.03.2021 18:00;76.5;16.5;22.2;9.4;20.3;11.9;0.0;224.5
23.03.2021 19:00;74.4;14.9;19.1;9.4;16.2;10.4;0.0;30.0
23.03.2021 20:00;67.9;22.4;17.7;8.9;26.1;9.7;0.0;0.0
23.03.2021 21:00;63.4;21.0;15.1;8.9;23.4;8.7;0.0;0.0
23.03.2021 22:00;58.4;19.6;15.3;9.2;20.5;7.7;0.0;0.0
23.03.2021 23:00;43.3;25.5;16.2;8.9;29.5;6.0;0.0;0.0
24.03.2021 00:00;43.5;20.7;12.5;7.8;22.3;4.9;0.0;0.0
24.03.2021 01:00;44.7;15.2;12.8;8.9;16.7;3.5;0.0;0.0
24.03.2021 02:00;38.4;14.6;12.0;8.7;16.5;1.8;0.0;0.0
