Station: Sion-Aéroport-A9
Rural, motorway
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2021 01:00;23.6;24.5;15.6;12.4;26.3;1.2;0.0;0.0
01.01.2021 02:00;18.2;30.1;16.8;12.5;37.1;0.9;0.0;0.0
01.01.2021 03:00;22.6;25.4;15.8;11.6;28.8;0.8;0.0;0.0
01.01.2021 04:00;24.7;21.7;13.8;11.1;23.4;0.8;0.0;0.0
01.01.2021 05:00;26.1;19.5;11.7;9.2;21.5;0.7;0.0;0.0
01.01.2021 06:00;23.9;21.2;10.7;8.3;23.5;0.6;0.0;0.0
01.01.2021 07:00;20.9;22.8;9.7;7.5;26.6;0.3;0.0;0.0
01.01.2021 08:00;22.6;23.5;9.2;6.5;27.7;0.2;0.0;0.0
01.01.2021 09:00;18.1;29.4;7.6;5.6;37.3;-0.7;0.0;11.0
01.01.2021 10:00;19.8;29.2;7.6;5.4;41.8;-0.7;0.0;64.0
01.01.2021 11:00;19.6;32.4;13.0;7.3;55.0;0.3;0.0;77.5
01.01.2021 12:00;27.9;30.4;17.4;9.7;54.1;1.9;0.0;222.5
01.01.2021 13:00;40.0;20.7;13.5;6.5;35.3;3.2;0.0;280.5
01.01.2021 14:00;45.3;21.2;13.9;5.5;32.3;4.1;0.0;200.3
01.01.2021 15:00;47.7;23.7;14.2;5.6;37.6;5.1;0.0;199.7
01.01.2021 16:00;48.4;25.2;13.8;5.7;39.5;5.0;0.0;91.3
01.01.2021 17:00;51.8;13.3;5.9;3.4;14.4;3.2;0.0;23.8
01.01.2021 18:00;39.4;25.9;5.1;3.5;38.1;2.0;0.0;0.0
01.01.2021 19:00;7.3;61.0;11.8;7.5;100.3;0.7;0.0;0.0
01.01.2021 20:00;2.9;59.2;11.7;8.5;111.7;-0.3;0.0;0.0
01.01.2021 21:00;4.4;51.6;9.6;8.1;76.7;-0.9;0.0;0.0
01.01.2021 22:00;6.1;48.2;11.8;9.4;70.6;-0.8;0.0;0.0
01.01.2021 23:00;4.8;42.5;11.7;10.4;60.8;-1.2;0.0;0.0
02.01.2021 00:00;7.3;36.5;13.9;12.4;44.7;-0.9;0.0;0.0
02.01.2021 01:00;11.4;30.2;15.0;12.6;34.1;-0.3;0.0;0.0
02.01.2021 02:00;16.9;24.4;13.7;11.3;26.6;0.1;0.0;0.0
02.01.2021 03:00;22.8;18.3;11.5;9.6;19.2;0.1;0.0;0.0
02.01.2021 04:00;22.3;18.4;10.3;8.8;19.3;0.1;0.0;0.0
02.01.2021 05:00;22.5;18.5;8.3;7.0;19.8;0.1;0.0;0.0
02.01.2021 06:00;15.7;28.5;7.2;6.0;32.0;-0.1;0.0;0.0
02.01.2021 07:00;9.1;37.1;7.6;6.2;49.5;-0.8;0.0;0.0
02.01.2021 08:00;5.2;46.9;8.3;6.4;77.6;-0.7;0.0;0.0
02.01.2021 09:00;6.7;44.2;10.1;7.1;74.6;-0.8;0.0;14.2
02.01.2021 10:00;11.8;38.0;10.3;8.0;76.3;-0.5;0.0;92.5
02.01.2021 11:00;17.5;37.0;19.1;10.2;78.9;0.9;0.0;122.3
02.01.2021 12:00;21.3;41.7;29.0;13.9;91.0;1.7;0.0;233.5
02.01.2021 13:00;37.0;24.3;38.9;15.1;47.4;2.9;0.0;332.2
02.01.2021 14:00;38.9;22.4;29.6;12.3;39.4;2.7;0.0;224.0
02.01.2021 15:00;35.3;25.6;25.5;11.2;43.2;3.4;0.0;230.5
02.01.2021 16:00;29.6;30.1;23.6;11.9;48.1;3.3;0.0;95.7
02.01.2021 17:00;21.5;40.0;27.9;13.0;70.8;2.5;0.0;26.5
02.01.2021 18:00;14.8;39.2;20.2;11.0;68.6;1.7;0.0;0.0
02.01.2021 19:00;2.4;59.2;21.8;14.1;139.8;0.8;0.0;0.0
02.01.2021 20:00;1.9;53.6;19.4;13.9;111.7;0.9;0.0;0.0
02.01.2021 21:00;2.0;49.6;17.6;12.9;98.3;1.0;0.0;0.0
02.01.2021 22:00;2.9;40.3;19.2;16.0;66.3;1.0;0.0;0.0
02.01.2021 23:00;3.4;37.8;17.1;14.4;56.5;1.1;0.0;0.0
03.01.2021 00:00;6.5;33.5;16.1;12.8;47.0;1.3;0.0;0.0
03.01.2021 01:00;6.6;32.6;18.4;15.1;39.1;1.4;0.0;0.0
03.01.2021 02:00;6.6;29.5;18.3;15.5;33.8;1.2;0.0;0.0
03.01.2021 03:00;14.9;22.6;16.5;14.3;26.0;1.5;0.0;0.0
03.01.2021 04:00;29.5;11.5;12.9;10.7;12.4;1.5;0.0;0.0
03.01.2021 05:00;29.3;12.3;12.4;10.2;13.8;1.4;0.0;0.0
03.01.2021 06:00;29.0;12.7;11.8;9.7;14.1;1.1;0.0;0.0
03.01.2021 07:00;24.0;16.9;12.3;10.3;22.7;1.3;0.0;0.0
03.01.2021 08:00;21.7;20.4;13.3;11.1;27.8;1.2;0.0;0.0
03.01.2021 09:00;22.6;20.9;12.5;10.0;26.9;1.2;0.0;4.0
03.01.2021 10:00;17.9;26.9;12.7;10.5;36.5;1.4;0.0;26.0
03.01.2021 11:00;25.7;20.6;12.9;10.5;33.7;2.0;0.0;141.8
03.01.2021 12:00;31.4;13.3;15.0;11.0;20.0;2.7;0.0;184.0
03.01.2021 13:00;29.7;16.7;28.4;13.5;29.2;2.9;0.0;169.5
03.01.2021 14:00;29.4;19.0;27.0;12.8;34.3;3.5;0.0;165.3
03.01.2021 15:00;30.2;15.3;21.3;11.6;23.8;3.3;0.0;160.7
03.01.2021 16:00;27.9;17.1;16.3;10.3;24.8;2.6;0.0;67.8
03.01.2021 17:00;26.4;16.5;13.2;10.1;19.1;2.2;0.0;20.0
03.01.2021 18:00;22.1;21.7;14.5;10.8;26.1;1.8;0.0;0.2
03.01.2021 19:00;21.1;19.3;14.0;11.3;19.9;1.5;0.0;0.0
03.01.2021 20:00;14.6;26.5;15.7;12.6;32.4;1.4;0.0;0.0
03.01.2021 21:00;4.8;39.0;19.1;14.6;66.0;0.9;0.0;0.0
03.01.2021 22:00;5.7;34.8;17.3;13.7;49.7;0.6;0.0;0.0
03.01.2021 23:00;8.6;30.6;16.5;14.0;43.9;0.1;0.0;0.0
04.01.2021 00:00;5.7;30.4;13.9;11.8;47.6;-0.9;0.0;0.0
04.01.2021 01:00;8.5;24.7;9.9;8.6;33.6;-2.3;0.0;0.0
04.01.2021 02:00;7.4;24.5;8.9;7.8;32.5;-2.6;0.0;0.0
04.01.2021 03:00;5.9;27.8;7.8;6.8;37.0;-2.8;0.0;0.0
04.01.2021 04:00;4.6;25.1;9.6;8.3;32.5;-3.5;0.0;0.0
04.01.2021 05:00;2.8;27.4;9.9;8.5;47.6;-4.0;0.0;0.0
04.01.2021 06:00;1.5;36.4;8.4;7.2;74.9;-4.4;0.0;0.0
04.01.2021 07:00;1.3;46.7;8.0;5.8;119.1;-4.5;0.0;0.0
04.01.2021 08:00;1.2;55.4;10.6;7.0;164.9;-4.2;0.0;0.0
04.01.2021 09:00;2.2;49.9;10.9;7.7;146.0;-4.5;0.0;12.8
04.01.2021 10:00;3.5;52.8;14.5;8.7;197.5;-3.4;0.0;60.3
04.01.2021 11:00;6.9;42.8;14.9;8.9;122.4;-2.0;0.0;76.7
04.01.2021 12:00;10.2;55.6;17.1;8.9;171.8;-0.3;0.0;310.0
04.01.2021 13:00;25.9;32.6;58.3;15.9;76.9;0.9;0.0;297.0
04.01.2021 14:00;29.0;29.6;43.3;12.4;61.7;1.6;0.0;252.5
04.01.2021 15:00;38.2;28.9;28.1;9.7;52.4;2.2;0.0;225.8
04.01.2021 16:00;25.2;45.2;34.1;11.3;81.6;1.9;0.0;80.8
04.01.2021 17:00;9.3;67.2;42.4;14.1;153.5;1.2;0.0;19.0
04.01.2021 18:00;3.7;76.1;47.9;16.6;212.6;-0.2;0.0;0.0
04.01.2021 19:00;3.4;61.6;26.5;13.1;145.0;-1.0;0.0;0.0
04.01.2021 20:00;2.8;56.3;19.5;12.0;117.9;-1.6;0.0;0.0
04.01.2021 21:00;2.5;48.3;18.1;14.0;91.3;-2.0;0.0;0.0
04.01.2021 22:00;2.1;44.6;18.6;14.8;86.6;-1.9;0.0;0.0
04.01.2021 23:00;2.5;40.0;18.3;14.9;75.8;-2.1;0.0;0.0
05.01.2021 00:00;2.6;34.5;18.5;15.7;58.2;-2.7;0.0;0.0
05.01.2021 01:00;1.6;34.3;20.8;16.7;60.2;-2.7;0.0;0.0
05.01.2021 02:00;1.6;32.0;20.6;17.1;53.6;-3.1;0.0;0.0
05.01.2021 03:00;1.4;31.7;20.8;16.9;59.5;-4.1;0.0;0.0
05.01.2021 04:00;1.4;30.4;20.4;16.7;58.7;-4.3;0.0;0.0
05.01.2021 05:00;3.7;27.0;18.5;14.9;39.0;-3.0;0.0;0.0
05.01.2021 06:00;4.6;29.3;18.5;14.6;39.9;-2.1;0.0;0.0
05.01.2021 07:00;1.5;40.2;20.6;16.1;95.3;-1.9;0.0;0.0
05.01.2021 08:00;1.4;42.9;20.3;15.9;95.7;-1.2;0.0;0.0
05.01.2021 09:00;3.0;50.0;24.5;16.0;129.3;-0.6;0.0;4.0
05.01.2021 10:00;5.9;44.4;21.4;14.4;89.2;-0.3;0.0;16.8
05.01.2021 11:00;13.3;37.6;22.7;14.8;75.2;0.1;0.0;42.5
05.01.2021 12:00;22.9;31.5;44.3;17.0;64.8;0.6;0.0;80.5
05.01.2021 13:00;35.2;15.4;30.5;15.0;21.9;0.8;0.0;139.8
05.01.2021 14:00;35.1;17.1;27.0;15.0;26.8;0.9;0.0;142.7
05.01.2021 15:00;35.3;14.1;20.6;14.5;18.0;0.9;0.0;84.2
05.01.2021 16:00;34.6;14.7;17.4;13.9;17.3;1.0;0.0;52.7
05.01.2021 17:00;12.6;51.6;41.6;18.2;102.7;0.9;0.0;14.3
05.01.2021 18:00;7.0;57.2;45.6;19.1;125.4;0.6;0.0;0.0
05.01.2021 19:00;5.1;53.1;36.3;18.5;92.2;0.6;0.0;0.0
05.01.2021 20:00;8.2;44.7;27.6;17.7;64.9;0.5;0.0;0.0
05.01.2021 21:00;12.6;37.1;27.3;18.3;48.2;0.4;0.0;0.0
05.01.2021 22:00;17.0;31.6;24.4;17.7;38.8;0.3;0.0;0.0
05.01.2021 23:00;21.1;25.0;22.8;17.3;28.3;0.5;0.0;0.0
06.01.2021 00:00;28.1;16.1;21.1;16.5;16.7;0.4;0.0;0.0
06.01.2021 01:00;30.7;16.2;19.1;15.2;17.6;0.3;0.0;0.0
06.01.2021 02:00;30.2;16.3;18.3;14.5;16.9;0.2;0.0;0.0
06.01.2021 03:00;29.3;16.8;18.9;13.8;18.1;0.0;0.0;0.0
06.01.2021 04:00;32.9;14.5;13.7;10.9;16.0;0.1;0.0;0.0
06.01.2021 05:00;28.7;15.7;14.8;11.5;15.9;-0.2;0.0;0.0
06.01.2021 06:00;17.1;29.9;18.9;12.6;38.6;-0.2;0.0;0.0
06.01.2021 07:00;8.3;48.5;22.8;12.2;72.7;-0.4;0.0;0.0
06.01.2021 08:00;11.0;50.5;44.5;14.0;89.9;-0.5;0.0;0.0
06.01.2021 09:00;9.7;45.8;26.0;13.8;75.2;-0.7;0.0;2.7
06.01.2021 10:00;10.5;46.2;18.9;13.2;78.1;-0.3;0.0;29.7
06.01.2021 11:00;18.3;35.1;23.6;14.9;59.3;0.1;0.0;100.7
06.01.2021 12:00;21.5;36.2;25.8;15.1;68.3;0.1;0.0;114.5
06.01.2021 13:00;26.9;26.4;37.7;17.8;45.2;0.5;0.0;132.3
06.01.2021 14:00;25.0;24.9;27.9;17.3;38.7;0.4;0.0;108.2
06.01.2021 15:00;24.2;25.9;27.4;17.1;40.7;0.6;0.0;95.7
06.01.2021 16:00;18.6;36.7;34.6;17.3;63.6;0.5;0.0;53.5
06.01.2021 17:00;6.5;55.5;28.1;17.1;125.5;0.0;0.0;20.7
06.01.2021 18:00;2.6;69.4;34.8;18.3;211.7;-0.6;0.0;0.2
06.01.2021 19:00;2.0;62.4;29.8;17.2;162.5;-0.9;0.0;0.0
06.01.2021 20:00;3.0;56.3;28.2;18.4;138.6;-1.0;0.0;0.0
06.01.2021 21:00;1.8;52.8;23.6;17.1;116.7;-0.7;0.0;0.0
06.01.2021 22:00;2.1;48.5;24.6;18.0;88.9;-0.7;0.0;0.0
06.01.2021 23:00;2.5;44.0;25.1;19.2;78.8;-0.9;0.0;0.0
07.01.2021 00:00;2.7;40.2;22.8;17.8;61.1;-0.8;0.0;0.0
07.01.2021 01:00;13.5;32.9;21.0;15.9;39.7;-1.2;0.0;0.0
07.01.2021 02:00;14.8;28.5;22.3;15.8;31.6;-0.6;0.0;0.0
07.01.2021 03:00;19.8;23.2;21.3;14.2;25.3;-0.6;0.0;0.0
07.01.2021 04:00;24.2;21.2;22.8;13.2;23.1;-0.7;0.0;0.0
07.01.2021 05:00;30.6;19.7;20.3;10.6;22.7;-0.8;0.0;0.0
07.01.2021 06:00;28.6;25.1;36.6;10.8;30.5;-1.3;0.0;0.0
07.01.2021 07:00;22.3;34.5;57.7;13.7;60.3;-2.5;0.0;0.0
07.01.2021 08:00;13.8;45.7;48.2;12.8;83.9;-3.8;0.0;0.0
07.01.2021 09:00;9.3;52.7;43.4;12.6;108.6;-4.2;0.0;9.0
07.01.2021 10:00;8.8;55.6;41.8;12.6;130.7;-4.2;0.0;32.0
07.01.2021 11:00;9.0;59.1;45.2;13.4;145.6;-3.6;0.0;47.7
07.01.2021 12:00;13.3;57.3;56.8;16.0;149.5;-1.7;0.0;315.3
07.01.2021 13:00;29.0;39.8;45.8;13.5;89.8;-0.6;0.0;373.3
07.01.2021 14:00;;;24.8;9.3;;0.3;0.0;356.2
07.01.2021 15:00;41.1;30.6;28.9;10.0;58.4;0.9;0.0;285.7
07.01.2021 16:00;35.8;40.5;30.8;10.8;79.2;1.1;0.0;67.2
07.01.2021 17:00;14.3;73.0;48.2;15.9;160.0;0.1;0.0;17.0
07.01.2021 18:00;4.7;88.9;63.3;17.7;228.7;-1.3;0.0;0.2
07.01.2021 19:00;3.3;84.4;52.6;15.5;195.9;-2.5;0.0;0.0
07.01.2021 20:00;4.1;69.7;33.7;12.9;133.5;-3.7;0.0;0.0
07.01.2021 21:00;8.8;56.2;24.0;11.5;85.5;-3.3;0.0;0.0
07.01.2021 22:00;11.0;48.5;22.0;12.4;63.2;-3.7;0.0;0.0
07.01.2021 23:00;10.8;43.4;18.7;12.5;54.1;-4.4;0.0;0.0
08.01.2021 00:00;8.9;43.8;18.9;13.2;50.9;-4.9;0.0;0.0
08.01.2021 01:00;8.9;43.0;17.9;13.3;47.0;-5.1;0.0;0.0
08.01.2021 02:00;9.2;41.6;16.3;12.8;45.4;-6.1;0.0;0.0
08.01.2021 03:00;5.4;42.8;17.5;12.6;51.3;-6.2;0.0;0.0
08.01.2021 04:00;7.0;37.8;15.0;11.4;44.5;-6.4;0.0;0.0
08.01.2021 05:00;4.0;43.1;15.7;12.0;61.3;-5.4;0.0;0.0
08.01.2021 06:00;3.9;47.0;17.5;11.7;75.6;-4.5;0.0;0.0
08.01.2021 07:00;13.3;42.0;18.7;10.3;62.1;-3.7;0.0;0.0
08.01.2021 08:00;14.5;46.5;25.0;10.0;64.8;-3.5;0.0;0.0
08.01.2021 09:00;20.8;43.6;23.8;8.2;59.8;-3.4;0.0;7.0
08.01.2021 10:00;31.5;32.7;18.0;6.5;37.3;-2.8;0.0;41.2
08.01.2021 11:00;34.2;33.9;23.0;7.6;46.6;-1.9;0.0;115.5
08.01.2021 12:00;43.9;27.7;20.1;7.1;44.3;-0.8;0.0;276.2
08.01.2021 13:00;40.1;38.7;36.4;10.1;74.3;0.5;0.0;370.0
08.01.2021 14:00;50.8;28.6;21.6;8.5;51.4;1.1;0.0;356.5
08.01.2021 15:00;46.6;39.3;29.0;9.6;74.3;1.4;0.0;288.7
08.01.2021 16:00;39.3;50.8;31.9;9.4;98.6;1.1;0.0;72.0
08.01.2021 17:00;21.4;73.8;49.7;12.0;155.3;-0.2;0.0;18.2
08.01.2021 18:00;10.1;81.9;43.6;13.7;166.1;-1.9;0.0;0.2
08.01.2021 19:00;12.7;76.6;45.9;19.4;153.9;-2.4;0.0;0.0
08.01.2021 20:00;12.0;64.4;28.2;12.3;96.8;-3.0;0.0;0.0
08.01.2021 21:00;14.0;56.2;20.6;10.9;71.2;-3.9;0.0;0.0
08.01.2021 22:00;19.9;46.3;18.5;11.0;55.2;-4.5;0.0;0.0
08.01.2021 23:00;16.6;47.4;16.4;11.0;51.9;-5.2;0.0;0.0
09.01.2021 00:00;11.2;51.6;17.6;12.2;59.7;-5.8;0.0;0.0
09.01.2021 01:00;18.8;40.8;16.4;10.9;43.8;-5.6;0.0;0.0
09.01.2021 02:00;21.1;38.1;13.9;9.5;41.0;-5.7;0.0;0.0
09.01.2021 03:00;23.0;33.3;14.4;9.3;34.5;-6.0;0.0;0.0
09.01.2021 04:00;23.4;34.4;11.7;8.2;36.8;-6.3;0.0;0.0
09.01.2021 05:00;23.4;33.0;11.0;7.5;36.0;-6.4;0.0;0.0
09.01.2021 06:00;22.5;34.7;9.7;6.4;39.6;-6.4;0.0;0.0
09.01.2021 07:00;20.2;38.6;9.6;5.6;47.5;-6.6;0.0;0.0
09.01.2021 08:00;15.8;45.2;8.6;5.0;54.9;-6.6;0.0;0.0
09.01.2021 09:00;10.9;53.8;12.0;5.6;78.2;-6.5;0.0;14.0
09.01.2021 10:00;14.5;54.4;15.4;6.4;92.6;-5.3;0.0;75.3
09.01.2021 11:00;27.5;43.6;14.1;6.2;68.0;-4.1;0.0;128.5
09.01.2021 12:00;29.8;50.4;22.3;7.4;92.8;-2.8;0.0;237.7
09.01.2021 13:00;38.9;40.6;19.3;6.3;69.1;-1.4;0.0;258.0
09.01.2021 14:00;40.3;38.4;15.3;5.7;59.9;-0.8;0.0;218.2
09.01.2021 15:00;41.9;39.2;16.4;6.3;63.0;0.0;0.0;199.0
09.01.2021 16:00;47.0;37.3;17.7;5.4;59.4;0.2;0.0;122.8
09.01.2021 17:00;27.8;56.3;19.7;6.8;82.7;-0.7;0.0;32.5
09.01.2021 18:00;12.7;60.7;14.7;6.6;77.2;-1.5;0.0;0.2
09.01.2021 19:00;7.0;72.9;33.3;13.1;137.4;-2.5;0.0;0.0
09.01.2021 20:00;4.6;73.1;31.3;13.9;140.6;-3.3;0.0;0.0
09.01.2021 21:00;4.2;61.1;26.7;13.6;88.8;-3.6;0.0;0.0
09.01.2021 22:00;9.0;52.5;23.7;14.6;65.6;-3.2;0.0;0.0
09.01.2021 23:00;7.2;52.7;27.0;17.6;65.5;-3.0;0.0;0.0
10.01.2021 00:00;11.3;44.4;26.6;17.8;49.1;-3.8;0.0;0.0
10.01.2021 01:00;8.1;47.9;26.3;17.1;59.1;-4.1;0.0;0.0
10.01.2021 02:00;5.6;44.4;24.4;16.6;54.3;-4.8;0.0;0.0
10.01.2021 03:00;7.7;38.5;19.4;13.9;46.8;-6.3;0.0;0.0
10.01.2021 04:00;7.4;36.7;18.9;13.5;42.8;-6.6;0.0;0.0
10.01.2021 05:00;9.0;34.6;17.2;11.7;42.0;-7.2;0.0;0.0
10.01.2021 06:00;6.1;36.5;20.2;13.5;41.2;-6.9;0.0;0.0
10.01.2021 07:00;6.4;37.4;18.7;12.6;44.7;-7.3;0.0;0.0
10.01.2021 08:00;4.5;42.0;18.7;11.9;57.7;-7.3;0.0;0.0
10.01.2021 09:00;3.5;49.5;18.2;11.6;100.9;-8.1;0.0;8.5
10.01.2021 10:00;5.7;55.1;22.4;13.8;144.4;-8.3;0.0;27.5
10.01.2021 11:00;7.8;54.9;25.9;17.0;152.2;-6.6;0.0;42.8
10.01.2021 12:00;16.1;44.1;34.2;16.2;112.5;-3.9;0.0;343.2
10.01.2021 13:00;36.9;23.4;51.0;18.7;45.1;-2.3;0.0;383.3
10.01.2021 14:00;45.5;20.3;41.9;17.1;34.1;-0.9;0.0;365.2
10.01.2021 15:00;46.3;25.5;39.1;16.7;44.6;0.2;0.0;294.8
10.01.2021 16:00;42.4;32.8;42.4;16.6;55.5;0.3;0.0;79.8
10.01.2021 17:00;29.2;47.5;46.1;18.7;76.5;-0.7;0.0;18.8
10.01.2021 18:00;25.6;43.8;37.3;18.7;67.9;-1.9;0.0;0.2
10.01.2021 19:00;8.4;65.7;45.0;22.6;117.0;-3.6;0.0;0.0
10.01.2021 20:00;4.2;67.4;41.3;22.0;133.3;-4.4;0.0;0.0
10.01.2021 21:00;3.5;67.3;41.8;21.6;126.4;-5.1;0.0;0.0
10.01.2021 22:00;12.3;45.5;33.2;20.0;65.9;-5.4;0.0;0.0
10.01.2021 23:00;12.9;40.1;33.5;21.5;49.7;-5.2;0.0;0.0
11.01.2021 00:00;9.0;43.0;31.6;21.7;54.2;-6.3;0.0;0.0
11.01.2021 01:00;6.6;40.7;30.1;20.5;49.4;-7.4;0.0;0.0
11.01.2021 02:00;5.5;42.4;26.2;19.4;50.2;-7.5;0.0;0.0
11.01.2021 03:00;4.9;40.9;27.3;20.2;50.2;-8.1;0.0;0.0
11.01.2021 04:00;3.2;43.0;27.3;21.0;54.3;-8.5;0.0;0.0
11.01.2021 05:00;2.5;44.3;25.7;20.2;64.8;-8.7;0.0;0.0
11.01.2021 06:00;1.9;50.1;26.0;19.5;97.8;-9.0;0.0;0.0
11.01.2021 07:00;1.7;57.4;26.5;18.9;157.9;-8.8;0.0;0.0
11.01.2021 08:00;1.8;69.4;30.0;19.2;228.2;-8.9;0.0;0.0
11.01.2021 09:00;2.6;66.2;29.7;18.8;219.0;-9.1;0.0;9.2
11.01.2021 10:00;4.1;72.8;33.3;19.1;255.2;-8.8;0.0;28.3
11.01.2021 11:00;5.6;73.7;38.5;21.8;267.2;-7.5;0.0;47.5
11.01.2021 12:00;11.5;67.5;44.7;23.0;225.5;-5.3;0.0;347.2
11.01.2021 13:00;35.0;35.8;82.2;25.9;73.7;-3.1;0.0;388.2
11.01.2021 14:00;41.4;34.4;62.9;21.8;66.8;-1.8;0.0;370.3
11.01.2021 15:00;43.5;37.2;55.6;21.7;67.5;-0.9;0.0;299.0
11.01.2021 16:00;40.2;45.3;58.4;21.9;80.1;-0.8;0.0;82.5
11.01.2021 17:00;14.6;78.8;74.7;23.7;167.6;-1.6;0.0;19.3
11.01.2021 18:00;3.5;94.8;89.2;29.7;238.7;-3.2;0.0;0.3
11.01.2021 19:00;6.0;79.5;62.7;30.3;177.5;-4.4;0.0;0.0
11.01.2021 20:00;2.7;74.7;57.7;28.9;175.7;-6.2;0.0;0.0
11.01.2021 21:00;5.8;61.4;37.5;21.1;95.8;-5.7;0.0;0.0
11.01.2021 22:00;9.2;51.5;35.0;21.9;62.2;-5.9;0.0;0.0
11.01.2021 23:00;7.0;52.8;32.6;21.9;72.4;-6.3;0.0;0.0
12.01.2021 00:00;5.4;49.3;30.2;21.3;59.2;-7.3;0.0;0.0
12.01.2021 01:00;6.7;45.2;28.7;20.4;50.2;-7.4;0.0;0.0
12.01.2021 02:00;4.0;48.6;27.4;19.2;58.1;-8.4;0.0;0.0
12.01.2021 03:00;3.2;52.5;27.7;19.3;66.2;-7.6;0.0;0.0
12.01.2021 04:00;2.3;52.0;26.6;18.3;64.8;-7.4;0.0;0.0
12.01.2021 05:00;1.9;49.3;25.7;18.3;70.9;-7.7;0.0;0.0
12.01.2021 06:00;1.7;52.8;24.9;17.9;99.1;-7.3;0.0;0.0
12.01.2021 07:00;1.8;59.6;28.8;18.0;133.2;-6.9;0.0;0.0
12.01.2021 08:00;1.8;73.3;31.5;18.4;236.2;-7.7;0.0;0.0
12.01.2021 09:00;2.5;75.3;52.3;19.9;239.3;-6.4;0.0;11.5
12.01.2021 10:00;3.9;70.6;82.1;23.6;222.7;-5.1;0.0;80.7
12.01.2021 11:00;7.2;56.3;64.4;21.6;130.8;-4.4;0.0;80.5
12.01.2021 12:00;7.4;62.5;81.4;25.9;151.4;-3.5;0.0;119.2
12.01.2021 13:00;12.1;56.2;60.2;23.8;114.3;-2.6;0.0;156.8
12.01.2021 14:00;11.4;61.4;84.1;29.7;122.1;-1.8;0.0;99.2
12.01.2021 15:00;10.8;57.5;62.5;27.7;93.9;-1.3;0.0;47.5
12.01.2021 16:00;4.5;70.8;87.0;31.7;140.7;-1.1;0.0;19.5
12.01.2021 17:00;3.0;65.6;51.2;26.7;103.9;-2.0;0.5;3.3
12.01.2021 18:00;2.1;70.2;36.8;25.1;132.5;-2.7;1.2;0.0
12.01.2021 19:00;2.4;66.8;33.1;25.2;108.9;-2.7;1.2;0.0
12.01.2021 20:00;2.6;65.4;31.8;26.0;94.5;-2.5;1.3;0.0
12.01.2021 21:00;2.2;64.6;27.6;23.2;92.8;-2.4;1.1;0.0
12.01.2021 22:00;2.2;65.3;28.1;23.9;100.9;-2.2;1.0;0.0
12.01.2021 23:00;2.6;65.4;28.5;24.9;107.1;-1.5;0.4;0.0
13.01.2021 00:00;2.7;67.0;28.6;24.9;110.8;-1.5;0.4;0.0
13.01.2021 01:00;2.7;64.3;28.1;24.8;108.0;-0.9;0.3;0.0
13.01.2021 02:00;13.1;49.0;18.4;16.2;57.4;1.0;0.2;0.0
13.01.2021 03:00;32.2;27.5;10.3;8.7;29.1;1.9;0.1;0.0
13.01.2021 04:00;38.8;19.3;6.8;4.7;21.0;2.7;0.0;0.0
13.01.2021 05:00;38.2;18.8;6.5;3.3;22.2;2.8;0.1;0.0
13.01.2021 06:00;13.1;48.2;17.5;6.0;85.3;2.4;0.0;0.0
13.01.2021 07:00;11.0;62.2;36.2;9.1;120.1;2.4;0.0;0.0
13.01.2021 08:00;6.1;68.9;54.4;14.3;165.0;2.3;0.0;0.0
13.01.2021 09:00;13.5;52.7;29.5;9.5;96.7;2.9;0.0;9.0
13.01.2021 10:00;10.6;60.4;23.2;8.8;132.3;2.9;0.0;43.7
13.01.2021 11:00;17.6;47.4;14.6;7.2;97.0;3.1;0.0;72.5
13.01.2021 12:00;23.6;42.7;16.8;7.5;84.7;3.3;0.0;98.5
13.01.2021 13:00;30.9;31.0;15.8;7.6;50.1;3.6;0.0;118.5
13.01.2021 14:00;24.3;41.1;15.1;7.5;73.2;3.8;0.0;113.5
13.01.2021 15:00;10.5;65.9;20.1;8.9;156.2;3.7;0.0;64.7
13.01.2021 16:00;7.8;68.2;21.5;9.3;166.8;3.4;0.0;31.5
13.01.2021 17:00;2.7;85.3;31.6;12.4;277.4;3.2;0.0;7.0
13.01.2021 18:00;2.6;78.4;28.5;14.2;259.1;2.4;0.1;0.3
13.01.2021 19:00;1.8;82.8;46.0;18.6;250.9;2.3;1.0;0.0
13.01.2021 20:00;2.4;69.5;32.9;17.6;163.6;2.2;1.1;0.0
13.01.2021 21:00;19.2;51.5;16.7;8.9;69.0;1.5;1.1;0.0
13.01.2021 22:00;23.5;47.1;13.3;7.0;52.5;1.0;1.0;0.0
13.01.2021 23:00;38.5;29.4;11.4;7.8;31.1;1.1;0.7;0.0
14.01.2021 00:00;35.7;27.0;10.0;8.1;28.9;1.5;0.1;0.0
14.01.2021 01:00;42.0;20.8;8.3;6.8;22.5;2.5;0.1;0.0
14.01.2021 02:00;44.9;14.5;6.0;5.1;15.0;3.6;0.0;0.0
14.01.2021 03:00;49.3;10.4;3.8;3.0;11.2;4.2;0.0;0.0
14.01.2021 04:00;49.8;10.7;2.5;2.0;11.8;4.3;0.0;0.0
14.01.2021 05:00;49.0;11.8;2.9;1.7;13.8;4.6;0.0;0.0
